Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
CB,86,69,41,63,61,86,82
CDM,86,50,75,85,74,79,82
ST,86,69,86,71,78,32,85
WF,86,89,81,79,88,31,64
SB,86,81,73,85,85,80,72
WF,86,94,79,80,87,28,77
SB,86,82,83,82,87,83,84
SMF,86,74,73,88,85,76,71
CM,86,72,76,88,87,71,64
SB,86,87,73,85,82,79,79
CM,86,69,82,85,84,76,76
WF,86,90,76,84,87,63,70
SB,86,81,58,79,81,81,79
GK,86,83,83,83,85,41,85
WF,86,92,75,82,88,41,57
WF,86,89,81,80,87,40,82
CDM,86,62,62,76,75,87,89
SB,86,75,72,90,80,80,74
CM,86,77,69,82,88,70,74
CM,86,79,72,82,83,83,79
CB,86,71,38,60,62,86,84
ST,86,77,85,81,84,38,77
CB,86,82,50,58,66,86,85
SB,86,69,74,88,84,81,77
WF,86,88,79,85,85,43,68
GK,86,85,81,78,86,49,85
CM,86,77,84,86,84,63,79
ST,86,87,83,70,82,33,74
GK,86,83,81,90,83,49,88
CAM,86,75,84,84,85,52,73
CM,86,76,78,83,88,62,66
CDM,86,71,80,87,85,79,76
WF,85,86,79,80,86,41,71
CAM,79,79,76,75,80,55,66
CM,79,69,77,80,77,67,76
GK,79,79,77,76,82,52,75
CM,79,77,66,76,83,63,73
WF,79,93,79,71,80,45,76
WF,79,84,70,71,83,41,58
CB,79,56,38,65,60,80,80
SMF,79,89,73,74,77,72,81
SMF,79,78,73,76,82,58,65
GK,79,79,79,71,81,57,79
CM,79,68,70,77,78,72,71
ST,79,69,80,66,74,43,75
GK,79,79,78,73,81,41,77
CB,79,67,36,56,61,81,83
SMF,79,76,73,76,79,38,46
SMF,79,82,73,72,79,40,57
SMF,79,85,77,73,78,38,66
ST,79,76,77,64,77,47,81
SB,79,88,46,71,77,74,77
CDM,79,50,76,77,79,73,84
CB,79,72,46,69,67,80,79
CAM,79,81,72,81,80,52,64
CDM,79,40,54,68,67,79,81
CDM,79,65,65,75,78,75,78
GK,79,79,79,69,81,47,78
GK,79,78,76,80,81,54,79
SB,79,75,63,70,76,76,80
SMF,79,85,72,75,79,43,70
CDM,79,70,65,75,78,76,75
ST,79,65,81,67,74,36,74
CB,79,69,64,74,69,81,74
ST,79,85,78,63,77,46,78
SB,79,81,53,71,71,78,60
SB,79,80,56,77,80,74,68
CB,79,77,57,70,73,77,83
GK,79,79,76,68,83,51,78
ST,79,80,81,66,79,43,69
CDM,79,50,72,71,68,80,83
SMF,79,88,65,74,79,76,69
SB,79,83,53,72,77,76,79
CAM,79,74,76,76,83,71,69
CB,79,80,37,64,69,79,80
GK,79,80,77,73,83,41,79
ST,79,82,80,75,79,36,72
SB,79,80,60,75,77,76,75
CB,79,78,47,67,76,80,78
CM,79,77,76,75,79,75,81
CB,79,61,52,58,64,81,79
SB,79,82,49,75,76,77,76
CB,79,63,56,76,70,82,74
GK,79,80,74,75,80,44,80
SMF,79,82,78,76,81,47,63
CAM,79,75,76,76,82,58,72
SB,79,82,51,68,77,77,72
WF,79,84,78,74,79,42,71
CM,79,57,73,86,75,66,72
WF,79,83,78,77,78,45,77
CDM,79,54,64,76,75,74,73
WF,79,85,79,70,79,29,71
CB,79,66,54,67,75,80,77
CDM,79,80,67,72,76,78,84
SB,79,76,68,74,75,76,70
SMF,79,85,71,76,82,25,62
SB,79,66,66,83,82,76,69
ST,79,73,77,72,83,37,73
SMF,79,81,72,77,80,75,80
SB,78,92,46,67,72,71,77
ST,78,78,76,65,75,36,77
CB,78,72,35,63,63,78,78
ST,78,83,76,69,82,42,74
CB,78,75,27,47,50,77,88
CB,78,75,30,58,54,79,73
WF,78,87,75,73,80,57,65
CM,78,67,74,80,82,60,69
CDM,78,65,69,73,75,74,80
CM,78,74,66,75,77,68,67
ST,78,77,74,72,76,54,82
CDM,78,60,65,72,74,78,78
ST,78,75,79,71,77,36,74
CAM,78,73,72,76,79,51,69
CB,78,62,47,67,60,78,77
CM,78,69,77,79,79,65,73
SB,78,73,66,76,77,77,71
SB,78,78,52,69,74,75,76
CM,78,53,75,78,77,63,74
CB,78,68,61,71,72,78,75
CAM,78,75,75,74,80,62,80
ST,78,89,79,65,79,26,60
ST,78,69,77,58,75,38,80
CDM,78,58,56,77,75,76,66
WF,78,73,75,75,82,40,57
SB,78,75,70,70,75,78,77
CDM,78,52,72,77,79,71,75
ST,78,71,79,72,75,37,72
SMF,78,78,72,79,76,60,64
WF,78,78,73,74,81,38,59
CB,78,77,40,71,65,79,78
CAM,78,74,81,77,81,30,69
CB,78,67,50,75,76,80,75
CB,78,69,37,65,69,79,75
ST,78,74,75,68,75,36,77
CM,78,63,73,71,73,79,82
ST,78,59,79,52,74,35,77
SMF,78,69,74,80,82,66,66
GK,78,82,75,60,82,46,73
CB,78,42,36,67,63,77,84
SB,78,80,56,69,78,74,73
CB,78,69,65,70,72,78,77
CM,78,75,62,75,79,75,73
SMF,78,84,66,71,84,33,49
CB,78,67,50,67,67,78,78
CAM,78,76,76,78,78,65,70
CM,78,69,77,74,76,68,64
CB,78,72,43,61,67,78,82
SB,78,65,56,72,73,77,80
CB,78,64,48,56,63,79,74
CM,78,62,76,79,79,69,75
CM,78,67,71,77,78,69,77
GK,78,77,72,74,82,27,77
CB,78,80,26,53,73,77,83
CB,78,65,39,59,48,80,79
GK,78,76,77,78,78,37,79
SMF,78,78,64,74,83,40,60
CB,78,58,42,59,65,78,80
SB,78,77,62,75,78,75,61
ST,78,79,79,70,75,40,70
CDM,78,78,57,76,79,75,72
CAM,78,77,76,78,80,60,68
SB,78,78,56,70,73,73,72
ST,78,80,80,61,74,46,70
CDM,78,65,55,74,73,70,75
CAM,78,74,71,77,81,53,50
CM,78,50,74,83,76,53,50
SB,78,87,63,68,73,75,82
GK,78,81,73,80,81,35,75
CM,78,69,72,77,78,70,63
SMF,78,87,67,71,83,36,50
CM,78,83,71,72,85,67,58
CDM,78,69,73,75,77,72,84
CB,78,67,40,60,65,80,75
ST,78,79,76,71,78,54,69
SB,78,90,72,75,76,70,73
SMF,78,86,75,72,78,52,71
ST,78,89,77,71,81,35,82
CB,78,62,44,70,70,80,71
SMF,78,76,76,79,78,45,52
SB,78,89,49,69,77,71,69
CB,78,75,37,51,61,80,76
WF,78,84,67,77,82,51,54
CDM,78,36,63,72,71,79,69
GK,78,80,73,75,81,32,79
CDM,78,70,65,72,74,76,75
CM,78,65,72,81,79,68,71
SB,78,76,64,73,78,73,75
CM,78,75,72,77,80,67,70
SMF,78,77,80,75,79,45,71
CB,78,69,29,63,69,78,79
CM,78,71,76,77,81,68,73
ST,78,53,79,70,70,42,76
GK,78,78,77,78,78,48,77
CAM,78,72,73,80,82,52,50
SB,78,78,58,70,71,74,82
ST,78,61,79,70,75,31,79
GK,78,76,77,76,77,60,78
WF,78,80,74,77,78,57,72
WF,78,80,74,73,81,40,59
GK,78,75,77,72,80,39,78
ST,78,83,77,73,78,42,77
CM,78,63,74,74,74,75,81
CM,78,59,71,78,78,79,74
GK,78,78,77,75,78,47,76
CB,78,70,37,49,56,78,78
CAM,78,74,77,80,78,66,69
ST,78,79,76,70,76,46,73
ST,78,85,77,59,74,33,84
WF,78,73,78,74,78,49,74
ST,78,84,77,70,78,39,74
ST,78,62,80,66,74,40,77
WF,78,79,77,79,81,36,44
SMF,78,87,69,74,79,58,68
SMF,78,78,77,71,80,31,62
SMF,78,89,74,72,78,43,59
GK,78,79,79,69,80,41,76
CM,78,54,75,78,75,69,75
CB,78,78,50,68,69,79,74
CM,78,52,66,79,81,64,59
SB,78,81,63,74,76,73,80
ST,78,84,76,58,76,40,75
GK,78,78,77,74,80,39,78
WF,78,76,71,77,80,46,72
WF,78,84,70,74,78,62,73
CB,78,78,52,70,74,78,78
ST,78,77,78,64,70,25,83
WF,78,70,79,76,79,40,79
WF,78,80,76,75,80,35,61
SB,78,68,55,71,70,77,68
ST,78,80,77,72,78,37,68
CB,78,52,51,73,72,80,74
SB,78,77,52,70,75,77,73
SB,78,83,50,70,79,74,73
WF,78,88,75,71,80,41,58
CM,78,83,71,74,81,73,76
SMF,78,90,72,72,82,38,67
SB,78,76,57,71,74,73,78
CM,78,62,73,80,83,60,71
CM,78,47,73,74,73,77,79
GK,78,75,77,74,79,49,77
SMF,78,75,71,76,79,67,65
ST,78,77,79,72,80,51,81
CB,78,74,56,54,59,79,82
CAM,78,65,78,75,78,46,83
CM,78,76,73,77,78,79,80
CDM,78,55,78,71,73,75,84
CB,78,45,42,54,57,82,76
ST,78,71,78,64,76,32,79
GK,78,77,75,73,80,51,81
CM,78,64,67,75,78,73,70
CM,78,70,77,81,79,61,65
GK,78,80,72,73,82,53,76
ST,78,85,78,73,82,29,67
CB,78,54,33,56,56,79,79
CB,78,63,36,60,70,78,85
WF,78,83,77,70,79,23,72
CDM,78,65,65,73,74,75,80
CB,78,63,43,60,67,80,84
SB,78,80,60,76,75,74,73
CM,78,69,75,76,77,77,75
SB,78,83,52,71,71,75,71
ST,78,88,74,60,75,29,82
ST,78,88,77,72,83,31,73
SB,78,77,58,78,78,72,66
CDM,78,72,59,71,72,76,79
SB,78,78,65,74,73,75,76
CAM,78,67,69,78,80,62,69
CM,78,78,75,77,81,67,72
CB,78,79,32,58,61,79,79
SB,78,79,63,75,78,73,65
CM,78,62,64,83,78,71,77
SB,78,79,72,72,76,74,75
CAM,78,76,71,75,80,35,61
SMF,78,87,76,74,81,36,64
CM,78,76,74,78,81,68,70
SB,78,74,59,76,80,72,73
SB,78,75,55,68,65,79,75
CM,78,74,75,79,79,69,75
CM,78,70,67,76,82,56,52
CDM,78,35,46,69,67,78,72
ST,78,88,78,70,78,36,83
SB,78,77,60,73,74,78,60
GK,78,77,76,74,81,25,79
SB,78,72,67,76,76,76,78
SMF,78,78,75,73,80,68,74
CAM,78,79,77,68,82,27,56
CB,78,77,55,70,77,78,83
SB,78,92,50,70,77,72,71
GK,78,78,74,80,80,40,77
SB,78,73,55,78,73,77,77
SB,78,78,58,72,76,74,77
SMF,78,78,75,75,81,49,52
CDM,78,61,65,75,74,72,73
CM,78,68,75,75,77,72,73
SB,78,77,54,74,77,77,69
GK,78,83,77,76,78,59,76
GK,78,79,75,70,81,46,77
ST,78,90,76,73,81,36,73
CM,78,77,63,76,77,75,73
GK,78,76,78,80,79,52,77
WF,78,81,73,75,77,47,76
SMF,78,80,67,75,81,64,64
CB,78,58,36,51,57,79,80
ST,78,89,79,75,76,41,67
CB,78,55,35,57,61,80,73
GK,78,79,74,71,79,35,78
CB,78,57,42,70,72,79,77
CM,78,78,71,78,80,67,71
SMF,78,86,78,73,79,39,70
CM,78,75,75,79,78,70,71
CM,78,79,69,75,77,75,78
CB,78,69,47,59,65,77,78
CB,78,56,52,69,65,79,79
CDM,78,58,57,78,78,73,69
GK,78,78,75,72,79,49,76
SB,78,76,56,70,75,76,79
SB,78,81,72,79,76,70,80
CM,78,67,78,79,77,72,76
SB,78,78,49,70,68,77,78
CB,78,73,47,69,72,77,78
CM,78,71,71,77,78,76,78
SB,78,69,33,67,72,80,80
CB,78,56,57,67,67,79,80
WF,78,78,77,72,83,39,59
GK,78,72,76,77,82,45,84
GK,78,77,78,74,78,50,75
CB,78,59,50,63,63,78,77
ST,78,67,80,68,77,40,80
CDM,78,67,62,74,73,74,78
CM,78,58,73,75,76,79,79
CAM,78,74,77,72,78,60,64
CB,78,58,61,71,67,80,79
SMF,78,79,70,77,77,51,71
GK,78,77,76,74,79,47,76
GK,78,76,73,80,82,34,80
SB,78,73,38,61,64,79,72
SB,78,79,50,73,72,78,70
CDM,78,68,61,78,78,75,71
CM,78,68,72,76,80,76,75
ST,78,48,79,72,77,37,78
CB,78,73,41,59,61,79,73
CB,78,71,48,69,64,79,78
SMF,78,75,76,74,76,60,83
SMF,78,81,78,72,77,47,81
WF,78,82,74,74,81,57,62
CB,78,52,51,61,56,78,82
ST,77,70,79,71,77,36,78
CDM,77,77,50,68,72,77,74
CDM,77,70,69,80,77,71,70
CB,77,63,47,55,60,76,83
GK,77,78,75,73,75,32,79
SB,77,71,53,70,75,73,76
SMF,77,86,72,71,78,35,56
CM,77,72,69,73,78,69,73
CB,77,63,61,62,69,78,78
SMF,77,89,76,77,74,50,57
GK,77,77,75,72,79,55,72
CB,77,63,49,66,62,78,76
GK,77,74,76,68,80,46,79
CB,77,55,45,56,63,77,77
CAM,77,68,80,76,77,59,76
SB,77,82,72,73,81,71,76
SB,77,81,51,70,74,72,71
ST,77,84,77,62,77,23,69
SMF,77,83,73,73,79,39,67
ST,77,92,75,60,72,33,71
WF,77,85,73,72,79,32,66
ST,77,78,78,64,75,36,79
CAM,77,75,72,73,82,54,57
SB,77,84,66,68,64,77,78
SB,77,76,54,69,73,76,75
WF,77,76,73,77,81,54,67
CB,77,49,55,60,62,78,76
GK,77,80,75,77,77,48,74
CM,77,50,77,73,73,72,80
CB,77,75,54,63,70,76,83
SMF,77,73,77,76,79,58,64
GK,77,77,75,70,80,43,76
WF,77,85,70,72,82,39,64
CB,77,34,36,60,58,77,78
GK,77,79,72,74,80,47,77
WF,77,78,70,76,76,26,51
CB,77,50,31,56,56,78,78
CB,77,73,56,71,68,78,75
GK,77,76,76,78,78,49,77
GK,77,78,75,74,77,52,76
CAM,77,74,71,74,78,68,56
GK,77,78,76,74,73,54,80
ST,77,75,74,63,73,39,76
SB,77,78,61,76,77,72,66
CAM,77,77,74,76,80,36,49
WF,77,79,71,75,79,29,62
CB,77,80,33,59,70,75,84
CM,77,80,73,74,80,75,81
SB,77,83,56,71,77,72,66
CB,77,74,53,66,68,77,77
SB,77,72,57,71,73,74,72
CM,77,69,67,76,82,66,65
CDM,77,68,71,77,78,73,71
ST,77,52,80,68,71,51,71
GK,77,76,77,78,75,25,78
ST,77,77,76,71,76,53,77
CB,77,51,29,44,56,78,83
CAM,77,75,70,77,77,68,73
CB,77,48,46,54,60,78,76
SMF,77,80,76,70,78,46,73
GK,77,76,76,73,76,54,77
SMF,77,81,72,77,77,53,58
CB,77,69,40,68,68,77,77
CDM,77,60,62,75,77,73,68
SB,77,85,59,73,78,71,70
CM,77,66,67,74,76,62,69
CB,77,55,37,55,47,78,74
CAM,77,72,73,77,80,66,70
ST,77,83,78,68,80,43,73
ST,77,72,77,65,72,30,67
ST,77,83,75,74,80,44,67
CB,77,34,47,62,54,79,75
SB,77,81,61,69,77,70,71
SMF,77,83,71,72,78,41,64
SB,77,77,62,74,77,72,71
ST,77,74,76,76,78,40,72
SMF,77,89,77,71,76,29,66
SB,77,81,35,71,68,73,72
CB,77,75,41,63,70,76,77
SMF,77,90,70,71,80,50,59
CB,77,73,57,70,71,76,79
CDM,77,67,55,68,72,75,72
CB,77,57,37,53,55,77,80
GK,77,77,75,73,78,45,75
CB,77,68,42,67,68,77,77
CDM,77,69,65,72,76,72,77
CM,77,66,66,71,74,78,82
CB,77,67,37,57,58,77,85
SB,77,82,54,75,71,71,67
WF,77,78,78,74,77,42,65
CAM,77,82,78,73,76,32,72
ST,77,63,78,77,75,35,66
SMF,77,88,66,76,77,41,65
ST,77,78,77,70,74,51,80
SB,77,63,70,81,81,73,66
WF,77,81,71,73,80,46,58
GK,77,77,78,68,76,49,77
SMF,77,71,73,76,80,62,65
CAM,77,89,75,72,81,30,53
GK,77,77,74,68,80,56,76
CAM,77,64,74,77,79,67,68
SMF,77,83,72,69,76,44,74
CAM,77,71,72,78,78,51,53
CAM,77,78,75,70,79,47,62
ST,77,84,78,67,75,49,65
CB,77,63,53,69,71,78,72
CB,77,48,35,52,58,79,75
CM,77,74,72,74,78,66,61
ST,77,83,79,71,81,37,68
ST,77,75,77,68,76,23,69
CB,77,62,38,62,60,77,81
WF,77,85,67,72,79,20,56
CAM,77,76,70,75,79,72,69
ST,77,79,76,58,70,25,85
CDM,77,66,63,73,75,72,80
CAM,77,81,75,73,77,48,60
GK,77,75,75,66,83,39,76
GK,77,74,76,75,77,56,78
SMF,77,80,53,77,74,72,77
SB,77,76,63,71,75,74,75
WF,77,71,74,78,82,53,66
SB,77,87,41,62,75,75,71
CM,77,73,75,75,79,70,63
CM,77,62,73,75,75,73,77
CDM,77,67,62,67,71,75,77
ST,77,72,77,51,72,37,69
ST,77,72,76,68,77,57,68
GK,77,77,76,69,80,50,72
CB,77,55,41,65,63,80,75
SMF,77,82,72,73,80,48,60
CB,77,66,45,60,62,79,72
WF,77,89,67,72,83,35,58
CM,77,68,72,77,78,68,69
CM,77,41,69,76,75,75,67
ST,77,75,76,60,76,25,74
SMF,77,75,65,72,80,56,75
ST,77,69,76,69,72,48,88
CDM,77,67,66,71,75,74,67
CM,77,67,64,79,75,69,74
GK,77,75,76,77,77,41,78
WF,77,86,72,73,82,66,68
ST,77,77,77,67,79,28,62
ST,77,51,75,68,71,46,68
ST,77,80,76,60,78,29,67
GK,77,76,74,77,78,43,76
SB,77,83,55,70,75,70,75
CB,77,61,42,66,64,77,78
ST,77,67,79,56,68,39,87
CAM,77,88,75,73,81,38,65
ST,77,83,74,71,77,39,65
CB,77,67,67,67,69,74,85
SB,77,73,56,72,73,74,79
ST,77,78,72,63,78,29,69
CAM,77,73,76,77,74,48,75
CM,77,63,57,78,80,62,57
GK,77,76,75,77,76,41,75
CB,77,48,57,64,65,77,70
SB,77,82,62,70,73,73,75
WF,77,81,76,68,79,35,65
CM,77,74,74,77,77,66,70
CB,77,64,40,63,67,78,76
CB,77,80,63,71,77,79,68
SB,77,75,51,64,73,75,70
SB,77,79,67,75,76,72,73
CB,77,68,38,65,67,76,74
GK,77,75,75,77,77,36,78
CM,77,64,71,73,78,66,68
ST,77,90,75,70,77,40,67
CB,77,66,37,62,61,78,78
SB,77,77,58,72,70,76,75
CB,77,64,48,59,63,79,73
CM,77,73,70,76,78,67,71
CM,77,77,70,77,80,71,78
SMF,77,86,76,72,82,38,67
GK,77,76,70,75,78,48,77
CDM,77,74,66,74,81,73,72
GK,77,77,74,71,78,31,75
CM,77,67,79,79,77,63,79
CDM,77,46,66,75,75,74,74
CB,77,33,42,58,53,78,78
CM,77,84,71,75,80,71,72
ST,77,81,73,69,79,44,73
CB,77,56,56,69,70,76,78
SMF,77,82,70,72,82,43,72
SB,77,70,51,70,72,77,82
SMF,77,68,73,77,78,55,68
ST,77,81,78,72,80,40,71
GK,77,81,76,84,77,43,77
CM,77,68,72,77,74,75,73
CAM,77,75,69,74,81,61,57
ST,77,76,77,66,72,45,79
SB,77,75,41,62,73,76,69
ST,77,91,77,54,72,26,77
SB,77,88,65,73,72,72,70
SMF,77,83,66,73,81,51,62
GK,77,75,73,69,83,42,75
ST,77,89,76,61,78,30,64
SMF,77,87,70,72,81,53,61
CB,77,76,46,60,56,79,77
ST,77,77,76,59,80,34,67
CM,77,39,67,80,75,68,63
SMF,77,92,72,72,80,38,63
GK,77,78,77,74,77,42,76
SB,77,75,51,65,61,76,69
SB,77,82,57,72,76,71,73
CB,77,74,53,68,69,77,77
SB,77,85,63,72,77,69,67
CB,77,81,48,60,64,76,83
SMF,77,93,76,70,79,34,61
CM,77,80,69,71,80,75,81
ST,77,76,77,66,77,40,77
CDM,77,52,60,70,69,76,78
CB,77,54,50,57,58,78,79
CB,77,69,24,51,51,77,78
SB,77,71,50,68,71,75,73
ST,77,73,77,64,74,42,68
GK,77,77,74,78,80,53,80
CB,77,72,36,49,56,78,75
ST,77,72,74,78,78,40,76
CB,77,54,49,52,57,79,75
GK,77,80,73,68,79,47,78
CDM,77,58,65,73,73,75,74
CAM,77,81,74,72,81,65,66
CAM,77,83,76,75,78,63,67
ST,77,66,77,79,79,39,71
ST,77,72,71,67,74,56,80
SMF,77,84,76,69,76,51,75
CB,77,42,59,72,76,78,83
CAM,77,62,76,79,81,41,54
CDM,77,74,70,71,72,78,81
CB,77,72,29,61,68,77,75
CDM,77,59,65,79,83,71,65
SB,77,82,58,73,77,73,67
GK,77,78,75,74,74,45,78
CM,77,72,66,78,79,67,63
CDM,77,73,55,72,78,73,68
CB,77,46,43,57,67,79,67
CDM,77,73,68,74,76,71,70
CB,77,70,69,79,76,79,74
ST,77,87,77,65,79,38,76
SB,77,78,54,65,74,74,71
ST,77,83,76,60,72,30,76
GK,77,78,74,75,80,44,77
SMF,77,74,71,71,79,38,70
GK,77,80,77,71,77,47,74
ST,77,75,75,69,80,32,60
CDM,77,60,65,72,72,77,83
CDM,77,42,67,73,74,73,73
ST,77,76,77,53,74,26,67
CM,77,80,69,76,80,65,61
CAM,77,69,73,79,79,57,58
GK,77,77,74,75,81,47,74
CDM,77,73,62,73,74,74,75
GK,77,76,76,79,77,36,77
CM,77,68,71,73,79,73,76
ST,77,71,79,63,73,41,74
SMF,77,88,71,69,82,52,51
CDM,77,61,47,68,71,75,70
SMF,77,76,71,74,80,43,61
ST,77,73,75,75,73,50,81
SMF,77,75,69,74,81,36,56
GK,77,76,74,75,77,44,80
CB,77,93,58,66,77,78,73
CM,77,73,68,74,72,77,80
CM,77,76,73,79,79,62,70
SB,77,73,44,65,69,78,74
ST,77,82,74,67,79,48,69
ST,77,72,78,61,73,33,73
CAM,77,71,69,78,78,54,66
CAM,77,57,71,81,77,64,62
CAM,77,78,73,74,80,58,69
SB,77,82,54,76,73,71,71
CB,77,80,32,61,71,77,77
CM,77,81,69,75,77,63,73
CM,77,67,74,75,75,70,70
GK,77,77,74,75,81,34,78
CB,77,74,57,68,69,78,70
ST,77,86,80,64,77,29,64
CB,77,71,40,55,59,78,80
CB,77,39,47,56,62,80,76
ST,77,77,78,61,77,39,72
CAM,77,80,68,72,80,62,72
CDM,77,44,63,69,68,75,75
CAM,77,64,75,77,80,70,77
SB,77,76,57,71,75,73,69
SB,77,80,57,74,75,73,78
SMF,77,89,73,69,82,32,60
CB,77,35,55,65,62,78,82
ST,77,70,77,66,76,46,67
GK,77,75,74,72,80,41,76
CB,77,63,36,59,65,78,83
CB,77,76,36,63,66,78,76
ST,77,74,78,69,72,52,66
CM,77,45,74,74,65,76,81
GK,77,80,69,70,81,50,79
ST,77,84,79,67,79,31,67
CDM,77,52,55,67,69,76,75
ST,77,59,76,61,68,58,86
SB,77,79,63,73,81,70,71
CM,77,77,72,73,80,72,69
SMF,77,80,69,71,81,49,70
CB,77,65,52,67,65,78,78
CDM,77,74,60,71,72,74,77
CB,77,63,37,62,61,78,76
CB,77,55,34,60,51,77,80
SMF,77,85,64,74,79,64,59
CDM,76,60,49,66,69,74,79
CM,76,65,64,76,73,67,71
SMF,76,88,70,69,80,30,52
SB,76,90,69,70,74,69,81
CM,76,66,67,74,75,74,74
CB,76,64,56,63,70,74,82
SMF,76,74,68,75,80,48,59
ST,76,77,75,59,71,32,74
CDM,76,70,70,74,79,72,77
CDM,76,66,66,75,73,72,73
GK,76,76,72,72,76,45,75
CM,76,70,70,71,75,73,71
ST,76,75,76,60,69,32,79
CDM,76,60,70,71,72,73,75
ST,76,61,79,64,75,32,62
CB,76,68,42,59,66,76,71
CAM,76,78,72,73,79,41,50
CAM,76,82,75,73,81,44,65
CAM,76,71,77,77,78,58,53
CM,76,72,63,69,79,73,64
CM,76,76,68,72,75,69,63
WF,76,84,73,68,76,31,64
CB,76,57,41,54,58,78,72
CB,76,70,53,60,57,75,86
CB,76,82,44,62,67,74,86
GK,76,77,73,74,78,43,74
SMF,76,72,74,74,77,36,79
CAM,76,76,70,77,81,59,67
GK,76,78,73,72,79,30,76
CB,76,44,41,55,54,77,78
ST,76,85,74,68,78,34,65
ST,76,93,74,70,78,35,69
SB,76,86,32,65,73,69,72
SB,76,80,51,69,76,72,64
CAM,76,77,69,73,79,58,72
CDM,76,73,64,74,73,70,78
CM,76,53,65,73,71,75,85
CB,76,72,34,63,70,76,75
SB,76,63,48,68,69,76,64
SMF,76,84,70,70,77,37,67
ST,76,73,76,63,75,24,65
ST,76,80,71,70,80,46,69
ST,76,77,76,66,71,41,82
CM,76,75,65,73,77,74,74
CM,76,70,69,71,74,70,69
ST,76,69,75,64,78,49,81
SMF,76,82,69,70,76,72,72
CAM,76,75,72,75,81,38,54
CB,76,35,34,53,51,78,80
ST,76,75,75,67,78,43,76
GK,76,77,68,81,79,30,75
CAM,76,68,71,76,80,40,50
CM,76,61,63,72,76,75,75
SMF,76,85,72,72,77,30,55
WF,76,77,76,70,76,37,66
SB,76,74,49,66,67,74,66
SB,76,76,56,70,73,74,60
CDM,76,70,62,69,63,75,73
SMF,76,88,67,72,78,55,52
SB,76,73,51,62,74,76,75
CDM,76,54,54,71,71,70,72
CM,76,76,70,75,77,71,78
SMF,76,88,70,66,81,64,58
CB,76,48,42,65,66,79,67
CDM,76,70,50,65,69,74,85
CDM,76,60,61,75,73,72,70
ST,76,75,76,68,71,44,78
WF,76,82,74,70,80,41,73
CM,76,64,67,75,80,65,67
CB,76,58,58,72,72,77,72
SB,76,80,54,75,73,70,73
SB,76,76,72,79,77,68,70
CB,76,65,48,55,55,77,74
SB,76,65,46,70,74,76,67
CDM,76,73,66,72,75,75,67
CB,76,62,31,51,53,77,78
CB,76,66,53,71,72,76,76
CB,76,56,51,62,63,77,73
CDM,76,64,69,71,70,78,76
CB,76,72,39,47,60,77,80
ST,76,75,77,54,72,29,83
CB,76,62,39,55,60,77,76
SB,76,75,62,71,74,74,80
SMF,76,85,63,71,76,70,78
SMF,76,91,75,68,75,31,59
WF,76,70,70,75,81,54,53
ST,76,73,78,66,71,30,68
SMF,76,78,69,72,81,52,64
