Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
FW,78,80,77,72,78,37,68
DF,78,52,51,73,72,80,74
DF,78,77,52,70,75,77,73
DF,78,83,50,70,79,74,73
FW,78,88,75,71,80,41,58
MF,78,83,71,74,81,73,76
MF,78,90,72,72,82,38,67
DF,78,76,57,71,74,73,78
MF,78,62,73,80,83,60,71
MF,78,47,73,74,73,77,79
GK,78,75,77,74,79,49,77
MF,78,75,71,76,79,67,65
FW,78,77,79,72,80,51,81
DF,78,74,56,54,59,79,82
MF,78,65,78,75,78,46,83
MF,78,76,73,77,78,79,80
MF,78,55,78,71,73,75,84
DF,78,45,42,54,57,82,76
FW,78,71,78,64,76,32,79
GK,78,77,75,73,80,51,81
MF,78,64,67,75,78,73,70
MF,78,70,77,81,79,61,65
GK,78,80,72,73,82,53,76
FW,78,85,78,73,82,29,67
DF,78,54,33,56,56,79,79
DF,78,63,36,60,70,78,85
FW,78,83,77,70,79,23,72
MF,78,65,65,73,74,75,80
DF,78,63,43,60,67,80,84
DF,78,80,60,76,75,74,73
MF,78,69,75,76,77,77,75
DF,78,83,52,71,71,75,71
FW,78,88,74,60,75,29,82
FW,78,88,77,72,83,31,73
DF,78,77,58,78,78,72,66
MF,78,72,59,71,72,76,79
DF,78,78,65,74,73,75,76
MF,78,67,69,78,80,62,69
MF,78,78,75,77,81,67,72
DF,78,79,32,58,61,79,79
DF,78,79,63,75,78,73,65
MF,78,62,64,83,78,71,77
DF,78,79,72,72,76,74,75
MF,78,76,71,75,80,35,61
MF,78,87,76,74,81,36,64
MF,78,76,74,78,81,68,70
DF,78,74,59,76,80,72,73
DF,78,75,55,68,65,79,75
MF,78,74,75,79,79,69,75
MF,78,70,67,76,82,56,52
MF,78,35,46,69,67,78,72
FW,78,88,78,70,78,36,83
DF,78,77,60,73,74,78,60
GK,78,77,76,74,81,25,79
DF,78,72,67,76,76,76,78
MF,78,78,75,73,80,68,74
MF,78,79,77,68,82,27,56
DF,78,77,55,70,77,78,83
DF,78,92,50,70,77,72,71
GK,78,78,74,80,80,40,77
DF,78,73,55,78,73,77,77
DF,78,78,58,72,76,74,77
MF,78,78,75,75,81,49,52
MF,78,61,65,75,74,72,73
MF,78,68,75,75,77,72,73
DF,78,77,54,74,77,77,69
GK,78,83,77,76,78,59,76
GK,78,79,75,70,81,46,77
FW,78,90,76,73,81,36,73
MF,78,77,63,76,77,75,73
GK,78,76,78,80,79,52,77
FW,78,81,73,75,77,47,76
MF,78,80,67,75,81,64,64
DF,78,58,36,51,57,79,80
FW,78,89,79,75,76,41,67
DF,78,55,35,57,61,80,73
GK,78,79,74,71,79,35,78
DF,78,57,42,70,72,79,77
MF,78,78,71,78,80,67,71
MF,78,86,78,73,79,39,70
MF,78,75,75,79,78,70,71
MF,78,79,69,75,77,75,78
DF,78,69,47,59,65,77,78
DF,78,56,52,69,65,79,79
MF,78,58,57,78,78,73,69
GK,78,78,75,72,79,49,76
DF,78,76,56,70,75,76,79
DF,78,81,72,79,76,70,80
MF,78,67,78,79,77,72,76
DF,78,78,49,70,68,77,78
DF,78,73,47,69,72,77,78
MF,78,71,71,77,78,76,78
DF,78,69,33,67,72,80,80
DF,78,56,57,67,67,79,80
FW,78,78,77,72,83,39,59
GK,78,72,76,77,82,45,84
GK,78,77,78,74,78,50,75
DF,78,59,50,63,63,78,77
FW,78,67,80,68,77,40,80
MF,78,67,62,74,73,74,78
MF,78,58,73,75,76,79,79
MF,78,74,77,72,78,60,64
DF,78,58,61,71,67,80,79
MF,78,79,70,77,77,51,71
GK,78,77,76,74,79,47,76
GK,78,76,73,80,82,34,80
DF,78,73,38,61,64,79,72
DF,78,79,50,73,72,78,70
MF,78,68,61,78,78,75,71
MF,78,68,72,76,80,76,75
FW,78,48,79,72,77,37,78
DF,78,73,41,59,61,79,73
DF,78,71,48,69,64,79,78
MF,78,75,76,74,76,60,83
MF,78,81,78,72,77,47,81
FW,78,82,74,74,81,57,62
DF,78,52,51,61,56,78,82
FW,77,70,79,71,77,36,78
MF,77,77,50,68,72,77,74
MF,77,70,69,80,77,71,70
DF,77,63,47,55,60,76,83
GK,77,78,75,73,75,32,79
DF,77,71,53,70,75,73,76
MF,77,86,72,71,78,35,56
MF,77,72,69,73,78,69,73
DF,77,63,61,62,69,78,78
MF,77,89,76,77,74,50,57
GK,77,77,75,72,79,55,72
DF,77,63,49,66,62,78,76
GK,77,74,76,68,80,46,79
DF,77,55,45,56,63,77,77
MF,77,68,80,76,77,59,76
DF,77,82,72,73,81,71,76
DF,77,81,51,70,74,72,71
FW,77,84,77,62,77,23,69
MF,77,83,73,73,79,39,67
FW,77,92,75,60,72,33,71
FW,77,85,73,72,79,32,66
FW,77,78,78,64,75,36,79
MF,77,75,72,73,82,54,57
DF,77,84,66,68,64,77,78
DF,77,76,54,69,73,76,75
FW,77,76,73,77,81,54,67
DF,77,49,55,60,62,78,76
GK,77,80,75,77,77,48,74
MF,77,50,77,73,73,72,80
DF,77,75,54,63,70,76,83
MF,77,73,77,76,79,58,64
GK,77,77,75,70,80,43,76
FW,77,85,70,72,82,39,64
DF,77,34,36,60,58,77,78
GK,77,79,72,74,80,47,77
FW,77,78,70,76,76,26,51
DF,77,50,31,56,56,78,78
DF,77,73,56,71,68,78,75
GK,77,76,76,78,78,49,77
GK,77,78,75,74,77,52,76
MF,77,74,71,74,78,68,56
GK,77,78,76,74,73,54,80
FW,77,75,74,63,73,39,76
DF,77,78,61,76,77,72,66
MF,77,77,74,76,80,36,49
FW,77,79,71,75,79,29,62
DF,77,80,33,59,70,75,84
MF,77,80,73,74,80,75,81
DF,77,83,56,71,77,72,66
DF,77,74,53,66,68,77,77
DF,77,72,57,71,73,74,72
MF,77,69,67,76,82,66,65
MF,77,68,71,77,78,73,71
FW,77,52,80,68,71,51,71
GK,77,76,77,78,75,25,78
FW,77,77,76,71,76,53,77
DF,77,51,29,44,56,78,83
MF,77,75,70,77,77,68,73
DF,77,48,46,54,60,78,76
MF,77,80,76,70,78,46,73
GK,77,76,76,73,76,54,77
MF,77,81,72,77,77,53,58
DF,77,69,40,68,68,77,77
MF,77,60,62,75,77,73,68
DF,77,85,59,73,78,71,70
MF,77,66,67,74,76,62,69
DF,77,55,37,55,47,78,74
MF,77,72,73,77,80,66,70
FW,77,83,78,68,80,43,73
FW,77,72,77,65,72,30,67
FW,77,83,75,74,80,44,67
DF,77,34,47,62,54,79,75
DF,77,81,61,69,77,70,71
MF,77,83,71,72,78,41,64
DF,77,77,62,74,77,72,71
FW,77,74,76,76,78,40,72
MF,77,89,77,71,76,29,66
DF,77,81,35,71,68,73,72
DF,77,75,41,63,70,76,77
MF,77,90,70,71,80,50,59
DF,77,73,57,70,71,76,79
MF,77,67,55,68,72,75,72
DF,77,57,37,53,55,77,80
GK,77,77,75,73,78,45,75
DF,77,68,42,67,68,77,77
MF,77,69,65,72,76,72,77
MF,77,66,66,71,74,78,82
DF,77,67,37,57,58,77,85
DF,77,82,54,75,71,71,67
FW,77,78,78,74,77,42,65
MF,77,82,78,73,76,32,72
FW,77,63,78,77,75,35,66
MF,77,88,66,76,77,41,65
FW,77,78,77,70,74,51,80
DF,77,63,70,81,81,73,66
FW,77,81,71,73,80,46,58
GK,77,77,78,68,76,49,77
MF,77,71,73,76,80,62,65
MF,77,89,75,72,81,30,53
GK,77,77,74,68,80,56,76
MF,77,64,74,77,79,67,68
MF,77,83,72,69,76,44,74
MF,77,71,72,78,78,51,53
MF,77,78,75,70,79,47,62
FW,77,84,78,67,75,49,65
DF,77,63,53,69,71,78,72
DF,77,48,35,52,58,79,75
MF,77,74,72,74,78,66,61
FW,77,83,79,71,81,37,68
FW,77,75,77,68,76,23,69
DF,77,62,38,62,60,77,81
FW,77,85,67,72,79,20,56
MF,77,76,70,75,79,72,69
FW,77,79,76,58,70,25,85
MF,77,66,63,73,75,72,80
MF,77,81,75,73,77,48,60
GK,77,75,75,66,83,39,76
GK,77,74,76,75,77,56,78
MF,77,80,53,77,74,72,77
DF,77,76,63,71,75,74,75
FW,77,71,74,78,82,53,66
DF,77,87,41,62,75,75,71
MF,77,73,75,75,79,70,63
MF,77,62,73,75,75,73,77
MF,77,67,62,67,71,75,77
FW,77,72,77,51,72,37,69
FW,77,72,76,68,77,57,68
GK,77,77,76,69,80,50,72
DF,77,55,41,65,63,80,75
MF,77,82,72,73,80,48,60
DF,77,66,45,60,62,79,72
FW,77,89,67,72,83,35,58
MF,77,68,72,77,78,68,69
MF,77,41,69,76,75,75,67
FW,77,75,76,60,76,25,74
MF,77,75,65,72,80,56,75
FW,77,69,76,69,72,48,88
MF,77,67,66,71,75,74,67
MF,77,67,64,79,75,69,74
GK,77,75,76,77,77,41,78
FW,77,86,72,73,82,66,68
FW,77,77,77,67,79,28,62
FW,77,51,75,68,71,46,68
FW,77,80,76,60,78,29,67
GK,77,76,74,77,78,43,76
DF,77,83,55,70,75,70,75
DF,77,61,42,66,64,77,78
FW,77,67,79,56,68,39,87
MF,77,88,75,73,81,38,65
FW,77,83,74,71,77,39,65
DF,77,67,67,67,69,74,85
DF,77,73,56,72,73,74,79
FW,77,78,72,63,78,29,69
MF,77,73,76,77,74,48,75
MF,77,63,57,78,80,62,57
GK,77,76,75,77,76,41,75
DF,77,48,57,64,65,77,70
DF,77,82,62,70,73,73,75
FW,77,81,76,68,79,35,65
MF,77,74,74,77,77,66,70
DF,77,64,40,63,67,78,76
DF,77,80,63,71,77,79,68
DF,77,75,51,64,73,75,70
DF,77,79,67,75,76,72,73
DF,77,68,38,65,67,76,74
GK,77,75,75,77,77,36,78
MF,77,64,71,73,78,66,68
FW,77,90,75,70,77,40,67
DF,77,66,37,62,61,78,78
DF,77,77,58,72,70,76,75
DF,77,64,48,59,63,79,73
MF,77,73,70,76,78,67,71
MF,77,77,70,77,80,71,78
MF,77,86,76,72,82,38,67
GK,77,76,70,75,78,48,77
MF,77,74,66,74,81,73,72
GK,77,77,74,71,78,31,75
MF,77,67,79,79,77,63,79
MF,77,46,66,75,75,74,74
DF,77,33,42,58,53,78,78
MF,77,84,71,75,80,71,72
FW,77,81,73,69,79,44,73
DF,77,56,56,69,70,76,78
MF,77,82,70,72,82,43,72
DF,77,70,51,70,72,77,82
MF,77,68,73,77,78,55,68
FW,77,81,78,72,80,40,71
GK,77,81,76,84,77,43,77
MF,77,68,72,77,74,75,73
MF,77,75,69,74,81,61,57
FW,77,76,77,66,72,45,79
DF,77,75,41,62,73,76,69
FW,77,91,77,54,72,26,77
DF,77,88,65,73,72,72,70
MF,77,83,66,73,81,51,62
GK,77,75,73,69,83,42,75
FW,77,89,76,61,78,30,64
MF,77,87,70,72,81,53,61
DF,77,76,46,60,56,79,77
FW,77,77,76,59,80,34,67
MF,77,39,67,80,75,68,63
MF,77,92,72,72,80,38,63
GK,77,78,77,74,77,42,76
DF,77,75,51,65,61,76,69
DF,77,82,57,72,76,71,73
DF,77,74,53,68,69,77,77
DF,77,85,63,72,77,69,67
DF,77,81,48,60,64,76,83
MF,77,93,76,70,79,34,61
MF,77,80,69,71,80,75,81
FW,77,76,77,66,77,40,77
MF,77,52,60,70,69,76,78
DF,77,54,50,57,58,78,79
DF,77,69,24,51,51,77,78
DF,77,71,50,68,71,75,73
FW,77,73,77,64,74,42,68
GK,77,77,74,78,80,53,80
DF,77,72,36,49,56,78,75
FW,77,72,74,78,78,40,76
DF,77,54,49,52,57,79,75
GK,77,80,73,68,79,47,78
MF,77,58,65,73,73,75,74
MF,77,81,74,72,81,65,66
MF,77,83,76,75,78,63,67
FW,77,66,77,79,79,39,71
FW,77,72,71,67,74,56,80
MF,77,84,76,69,76,51,75
DF,77,42,59,72,76,78,83
MF,77,62,76,79,81,41,54
MF,77,74,70,71,72,78,81
DF,77,72,29,61,68,77,75
MF,77,59,65,79,83,71,65
DF,77,82,58,73,77,73,67
GK,77,78,75,74,74,45,78
MF,77,72,66,78,79,67,63
MF,77,73,55,72,78,73,68
DF,77,46,43,57,67,79,67
MF,77,73,68,74,76,71,70
DF,77,70,69,79,76,79,74
FW,77,87,77,65,79,38,76
DF,77,78,54,65,74,74,71
FW,77,83,76,60,72,30,76
GK,77,78,74,75,80,44,77
MF,77,74,71,71,79,38,70
GK,77,80,77,71,77,47,74
FW,77,75,75,69,80,32,60
MF,77,60,65,72,72,77,83
MF,77,42,67,73,74,73,73
FW,77,76,77,53,74,26,67
MF,77,80,69,76,80,65,61
MF,77,69,73,79,79,57,58
GK,77,77,74,75,81,47,74
MF,77,73,62,73,74,74,75
GK,77,76,76,79,77,36,77
MF,77,68,71,73,79,73,76
FW,77,71,79,63,73,41,74
MF,77,88,71,69,82,52,51
MF,77,61,47,68,71,75,70
MF,77,76,71,74,80,43,61
FW,77,73,75,75,73,50,81
MF,77,75,69,74,81,36,56
GK,77,76,74,75,77,44,80
DF,77,93,58,66,77,78,73
MF,77,73,68,74,72,77,80
MF,77,76,73,79,79,62,70
DF,77,73,44,65,69,78,74
FW,77,82,74,67,79,48,69
FW,77,72,78,61,73,33,73
MF,77,71,69,78,78,54,66
MF,77,57,71,81,77,64,62
MF,77,78,73,74,80,58,69
DF,77,82,54,76,73,71,71
DF,77,80,32,61,71,77,77
MF,77,81,69,75,77,63,73
MF,77,67,74,75,75,70,70
GK,77,77,74,75,81,34,78
DF,77,74,57,68,69,78,70
FW,77,86,80,64,77,29,64
DF,77,71,40,55,59,78,80
DF,77,39,47,56,62,80,76
FW,77,77,78,61,77,39,72
MF,77,80,68,72,80,62,72
MF,77,44,63,69,68,75,75
MF,77,64,75,77,80,70,77
DF,77,76,57,71,75,73,69
DF,77,80,57,74,75,73,78
MF,77,89,73,69,82,32,60
DF,77,35,55,65,62,78,82
FW,77,70,77,66,76,46,67
GK,77,75,74,72,80,41,76
DF,77,63,36,59,65,78,83
DF,77,76,36,63,66,78,76
FW,77,74,78,69,72,52,66
MF,77,45,74,74,65,76,81
GK,77,80,69,70,81,50,79
FW,77,84,79,67,79,31,67
MF,77,52,55,67,69,76,75
FW,77,59,76,61,68,58,86
DF,77,79,63,73,81,70,71
MF,77,77,72,73,80,72,69
MF,77,80,69,71,81,49,70
DF,77,65,52,67,65,78,78
MF,77,74,60,71,72,74,77
DF,77,63,37,62,61,78,76
DF,77,55,34,60,51,77,80
MF,77,85,64,74,79,64,59
MF,76,60,49,66,69,74,79
MF,76,65,64,76,73,67,71
MF,76,88,70,69,80,30,52
DF,76,90,69,70,74,69,81
MF,76,66,67,74,75,74,74
DF,76,64,56,63,70,74,82
MF,76,74,68,75,80,48,59
FW,76,77,75,59,71,32,74
MF,76,70,70,74,79,72,77
MF,76,66,66,75,73,72,73
GK,76,76,72,72,76,45,75
MF,76,70,70,71,75,73,71
FW,76,75,76,60,69,32,79
MF,76,60,70,71,72,73,75
FW,76,61,79,64,75,32,62
DF,76,68,42,59,66,76,71
MF,76,78,72,73,79,41,50
MF,76,82,75,73,81,44,65
MF,76,71,77,77,78,58,53
MF,76,72,63,69,79,73,64
MF,76,76,68,72,75,69,63
FW,76,84,73,68,76,31,64
DF,76,57,41,54,58,78,72
DF,76,70,53,60,57,75,86
DF,76,82,44,62,67,74,86
GK,76,77,73,74,78,43,74
MF,76,72,74,74,77,36,79
MF,76,76,70,77,81,59,67
GK,76,78,73,72,79,30,76
DF,76,44,41,55,54,77,78
FW,76,85,74,68,78,34,65
FW,76,93,74,70,78,35,69
DF,76,86,32,65,73,69,72
DF,76,80,51,69,76,72,64
MF,76,77,69,73,79,58,72
MF,76,73,64,74,73,70,78
MF,76,53,65,73,71,75,85
DF,76,72,34,63,70,76,75
DF,76,63,48,68,69,76,64
MF,76,84,70,70,77,37,67
FW,76,73,76,63,75,24,65
FW,76,80,71,70,80,46,69
FW,76,77,76,66,71,41,82
MF,76,75,65,73,77,74,74
MF,76,70,69,71,74,70,69
FW,76,69,75,64,78,49,81
MF,76,82,69,70,76,72,72
MF,76,75,72,75,81,38,54
DF,76,35,34,53,51,78,80
FW,76,75,75,67,78,43,76
GK,76,77,68,81,79,30,75
MF,76,68,71,76,80,40,50
MF,76,61,63,72,76,75,75
MF,76,85,72,72,77,30,55
FW,76,77,76,70,76,37,66
DF,76,74,49,66,67,74,66
DF,76,76,56,70,73,74,60
MF,76,70,62,69,63,75,73
MF,76,88,67,72,78,55,52
DF,76,73,51,62,74,76,75
MF,76,54,54,71,71,70,72
MF,76,76,70,75,77,71,78
MF,76,88,70,66,81,64,58
DF,76,48,42,65,66,79,67
MF,76,70,50,65,69,74,85
MF,76,60,61,75,73,72,70
FW,76,75,76,68,71,44,78
FW,76,82,74,70,80,41,73
MF,76,64,67,75,80,65,67
DF,76,58,58,72,72,77,72
DF,76,80,54,75,73,70,73
DF,76,76,72,79,77,68,70
DF,76,65,48,55,55,77,74
DF,76,65,46,70,74,76,67
MF,76,73,66,72,75,75,67
DF,76,62,31,51,53,77,78
DF,76,66,53,71,72,76,76
DF,76,56,51,62,63,77,73
MF,76,64,69,71,70,78,76
DF,76,72,39,47,60,77,80
FW,76,75,77,54,72,29,83
DF,76,62,39,55,60,77,76
DF,76,75,62,71,74,74,80
MF,76,85,63,71,76,70,78
MF,76,91,75,68,75,31,59
FW,76,70,70,75,81,54,53
FW,76,73,78,66,71,30,68
MF,76,78,69,72,81,52,64
GK,76,76,74,78,78,38,75
MF,76,90,68,70,80,37,62
FW,76,84,75,61,77,25,67
MF,76,71,60,78,81,37,56
MF,76,87,69,68,78,39,69
DF,76,84,68,73,76,73,61
DF,76,73,39,63,65,77,74
DF,76,80,42,61,64,76,75
FW,76,77,73,76,76,45,68
FW,76,83,71,69,75,43,66
DF,76,52,39,55,59,77,79
MF,76,76,63,78,79,70,68
