Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
ST,76,73,76,63,75,24,65
LB,78,76,56,70,75,76,79
CAM,85,71,79,85,86,50,70
CB,76,65,53,64,67,77,71
CAM,78,79,77,68,82,27,56
CAM,81,79,73,80,83,54,63
CB,80,34,63,77,75,83,75
CB,76,75,36,62,63,76,77
LW,85,87,78,80,83,45,70
CDM,77,67,55,68,72,75,72
CB,78,59,50,63,63,78,77
GK,82,82,80,76,84,46,79
CM,77,69,67,76,82,66,65
LB,76,69,37,66,63,77,77
LM,84,83,81,78,86,44,75
GK,78,76,78,80,79,52,77
LB,79,73,68,78,76,76,74
CM,79,63,70,79,82,70,67
GK,76,77,73,74,78,43,74
GK,77,75,75,66,83,39,76
RM,76,85,63,71,76,70,78
LB,75,70,64,76,80,75,53
CB,79,73,57,65,68,80,81
CM,79,55,71,76,75,71,71
CB,80,65,45,69,65,82,76
ST,82,64,85,78,77,41,75
CB,84,73,54,68,61,86,81
GK,78,75,77,74,79,49,77
CB,81,79,48,57,69,82,81
RW,76,82,67,75,74,44,56
CM,81,67,68,80,82,79,76
GK,77,74,76,75,77,56,78
ST,77,83,76,60,72,30,76
CM,75,57,69,68,73,76,74
LB,78,87,63,68,73,75,82
CB,79,72,46,69,67,80,79
LW,80,85,81,74,79,38,79
CB,76,49,35,52,54,76,86
LB,77,82,57,72,76,71,73
CM,84,67,77,85,84,76,68
RM,78,75,71,76,79,67,65
GK,79,79,76,68,83,51,78
ST,77,77,77,67,79,28,62
CDM,81,64,67,75,77,78,71
CB,77,64,48,59,63,79,73
GK,81,81,79,85,83,48,78
CDM,77,61,47,68,71,75,70
CM,76,69,70,74,75,70,77
GK,79,79,79,71,81,57,79
LM,84,89,75,79,87,30,62
CB,79,53,43,57,63,83,69
CB,82,70,41,77,70,83,79
CM,80,82,77,77,82,68,51
RM,75,75,69,73,73,72,71
CAM,78,76,76,78,78,65,70
CM,80,81,77,81,83,67,64
CAM,85,71,81,86,86,54,63
ST,77,82,74,67,79,48,69
CAM,79,74,74,80,82,50,66
CB,79,33,41,62,63,83,67
RW,78,82,74,74,81,57,62
RW,83,79,81,78,85,36,70
CB,76,48,42,65,66,79,67
ST,83,82,83,78,83,48,75
CB,76,65,39,54,59,78,67
CB,81,57,45,60,65,83,80
LW,75,80,69,73,77,52,70
ST,76,75,76,68,71,44,78
GK,80,80,80,66,83,32,80
CAM,84,81,81,81,86,60,67
GK,76,76,74,78,78,38,75
CM,77,77,72,73,80,72,69
LB,79,79,66,74,77,76,68
CM,81,79,76,83,80,72,76
CAM,84,86,83,78,88,42,59
GK,75,74,70,71,77,45,78
CAM,77,75,69,74,81,61,57
GK,78,78,77,75,78,47,76
LW,83,78,82,84,84,63,68
CAM,78,74,71,77,81,53,50
LB,87,95,76,78,84,81,89
CB,77,74,53,66,68,77,77
RB,85,71,68,80,79,84,87
CM,76,67,64,70,72,72,74
ST,77,77,78,61,77,39,72
CDM,82,59,61,78,73,82,84
CB,79,65,39,63,53,80,78
ST,77,79,76,58,70,25,85
CM,78,67,74,80,82,60,69
CM,76,65,64,76,73,67,71
CDM,77,77,50,68,72,77,74
CM,78,83,71,72,85,67,58
LW,82,91,78,76,81,49,71
CB,83,62,41,65,69,85,75
RB,76,75,47,68,74,73,71
ST,88,85,87,77,84,39,74
CDM,80,69,71,78,81,75,81
GK,87,84,82,83,86,56,87
RW,78,76,71,77,80,46,72
ST,78,69,77,58,75,38,80
ST,77,70,77,66,76,46,67
RB,80,63,54,74,73,80,75
CB,85,77,59,70,73,85,82
RB,78,92,50,70,77,72,71
CB,77,63,47,55,60,76,83
GK,75,75,74,73,75,38,77
RB,76,84,51,67,71,73,78
CB,78,77,40,71,65,79,78
CM,77,64,71,73,78,66,68
ST,85,82,83,69,84,39,72
ST,80,77,81,71,75,51,81
CB,79,77,57,71,72,80,75
LW,77,85,73,72,79,32,66
CAM,79,79,76,75,80,55,66
GK,81,81,79,73,82,43,80
ST,78,67,80,68,77,40,80
CM,79,68,71,75,81,70,75
CB,78,65,39,59,48,80,79
LM,80,85,75,72,84,52,80
GK,82,82,79,75,83,46,81
RB,80,84,66,72,76,75,82
CM,78,74,75,79,79,69,75
CDM,76,67,62,67,68,76,82
RM,76,91,69,68,76,52,64
CM,83,70,80,80,81,80,85
GK,77,75,76,77,77,41,78
CB,76,82,44,62,67,74,86
ST,82,79,82,70,76,36,85
ST,77,72,77,51,72,37,69
CM,76,56,68,73,73,73,71
CDM,83,69,72,84,79,77,78
RM,79,82,73,72,79,40,57
LM,76,64,70,77,76,69,71
GK,79,77,78,76,76,52,79
LM,76,90,68,70,80,37,62
CDM,84,38,74,77,69,82,82
CDM,76,85,62,70,78,76,67
CM,78,47,73,74,73,77,79
CB,85,79,71,83,80,85,77
CB,77,55,37,55,47,78,74
LM,82,72,81,79,83,53,77
CM,76,70,65,73,79,70,80
RB,77,82,62,70,73,73,75
CB,77,74,53,68,69,77,77
CDM,79,65,57,70,75,76,76
CB,75,59,56,66,68,77,72
LW,86,90,76,84,87,63,70
LM,79,83,69,72,85,51,59
GK,88,87,82,91,87,64,86
LB,82,75,57,82,78,81,78
CB,76,55,50,63,65,76,79
ST,81,87,79,77,81,50,71
LM,78,78,75,73,80,68,74
LB,79,66,66,83,82,76,69
RM,78,69,74,80,82,66,66
CB,76,63,51,71,65,77,73
CB,83,55,50,74,70,85,76
RW,79,84,78,70,82,31,59
CB,77,57,37,53,55,77,80
CB,81,78,47,68,72,81,76
CB,79,70,43,68,73,80,73
GK,79,80,76,69,83,65,76
LM,77,87,70,72,81,53,61
ST,77,92,75,60,72,33,71
LB,82,77,54,74,78,82,79
GK,78,77,72,74,82,27,77
ST,79,56,79,63,75,51,73
ST,82,63,84,71,75,43,81
CB,77,72,36,49,56,78,75
CM,83,76,66,78,85,68,70
CB,84,75,67,75,75,86,81
CB,87,79,56,75,74,89,81
RB,78,77,52,70,75,77,73
CB,80,75,32,57,62,80,85
LB,86,82,83,82,87,83,84
RM,79,85,71,76,82,25,62
RB,75,81,54,63,69,72,77
CB,81,65,51,66,72,82,74
CDM,82,66,74,79,80,80,80
ST,81,71,83,79,84,33,73
CDM,77,46,66,75,75,74,74
CM,78,64,67,75,78,73,70
CAM,87,84,81,78,90,63,64
LW,80,86,76,76,79,45,70
RM,80,74,77,82,80,50,66
CAM,77,68,80,76,77,59,76
CB,77,66,37,62,61,78,78
LB,86,87,73,85,82,79,79
CB,79,75,57,70,76,79,78
RM,83,85,80,81,82,46,62
CM,76,76,70,75,77,71,78
CM,79,64,71,74,76,74,79
CB,84,77,60,74,76,85,83
LB,83,74,74,82,82,80,84
LB,76,73,59,74,75,73,64
CDM,88,78,82,83,87,85,77
CB,75,75,27,59,65,76,75
CB,81,76,58,76,72,82,79
GK,75,72,72,78,77,44,79
CDM,76,71,59,68,74,76,79
ST,75,74,72,53,70,45,80
RM,77,83,72,69,76,44,74
CB,82,88,47,64,71,83,81
LM,81,85,75,75,83,64,68
ST,80,78,79,75,81,38,73
CAM,81,80,80,80,81,43,70
ST,87,89,84,65,81,42,82
ST,80,75,80,56,76,36,77
CB,78,72,35,63,63,78,78
RB,78,76,57,71,74,73,78
CB,76,41,36,55,55,78,77
ST,77,51,75,68,71,46,68
CM,79,65,72,81,83,63,63
LM,77,83,66,73,81,51,62
CDM,81,79,75,78,83,79,73
RB,76,63,48,68,69,76,64
RW,77,76,73,77,81,54,67
RB,77,77,58,72,70,76,75
RM,82,88,75,78,82,44,65
CDM,77,66,63,73,75,72,80
RB,78,74,59,76,80,72,73
RB,80,73,50,70,70,81,77
RW,78,81,73,75,77,47,76
CB,78,68,61,71,72,78,75
RB,85,84,45,70,75,86,80
CDM,80,65,66,76,74,75,83
GK,82,81,80,78,83,39,79
RW,78,88,75,71,80,41,58
CAM,79,73,72,74,82,66,67
GK,76,76,75,70,76,45,74
CB,77,66,45,60,62,79,72
RM,81,81,77,79,78,48,62
RB,78,72,67,76,76,76,78
GK,79,80,76,78,81,55,75
RB,82,85,67,75,78,78,71
CB,76,70,43,51,64,75,84
CM,78,74,66,75,77,68,67
ST,77,72,77,65,72,30,67
RB,83,67,65,85,78,81,72
CB,81,76,48,71,76,83,78
CDM,79,65,65,75,78,75,78
ST,77,81,78,72,80,40,71
RW,80,80,78,78,83,42,54
CM,80,72,71,78,79,75,81
LB,83,76,70,77,77,85,83
CAM,84,81,78,81,88,27,77
RB,77,81,61,69,77,70,71
CDM,78,72,59,71,72,76,79
CB,76,58,58,72,72,77,72
LM,78,78,72,79,76,60,64
ST,77,66,77,79,79,39,71
CB,77,48,46,54,60,78,76
RB,80,79,64,74,75,77,78
RW,78,83,77,70,79,23,72
GK,84,83,78,82,86,35,83
GK,78,75,77,72,80,39,78
RM,82,79,84,78,83,53,75
CB,80,63,47,63,67,79,76
CB,86,69,41,63,61,86,82
LM,80,83,81,76,80,70,76
CM,81,73,75,78,78,77,81
LB,81,91,48,73,78,75,64
CAM,77,72,73,77,80,66,70
CB,80,85,32,45,60,81,82
CB,79,69,29,54,65,79,77
LM,82,72,77,79,85,69,79
CM,82,77,74,80,79,80,78
LM,76,74,73,73,76,45,63
LM,77,89,76,77,74,50,57
CM,80,74,78,77,81,72,72
CM,82,79,78,82,83,74,77
ST,76,69,75,64,78,49,81
CB,77,48,35,52,58,79,75
CB,82,60,37,63,65,83,83
CM,77,39,67,80,75,68,63
LM,82,79,69,78,89,32,50
GK,80,78,77,75,81,34,79
CM,81,44,79,83,79,69,70
CAM,77,74,71,74,78,68,56
CM,76,70,70,71,75,73,71
LB,77,87,41,62,75,75,71
CM,76,69,64,68,72,54,71
CDM,75,70,72,73,78,71,72
RW,80,85,76,73,83,45,62
LB,78,78,58,70,71,74,82
CM,77,73,75,75,79,70,63
RB,76,80,55,69,74,72,65
ST,78,79,76,71,78,54,69
RW,76,84,73,74,78,44,64
CB,77,39,47,56,62,80,76
CM,77,72,69,73,78,69,73
LB,75,89,60,69,74,70,74
GK,79,80,75,70,81,45,78
CM,78,77,63,76,77,75,73
GK,76,75,76,71,77,39,76
CB,75,67,40,65,64,77,70
CDM,77,74,66,74,81,73,72
CAM,76,82,75,73,81,44,65
CB,80,74,46,67,73,82,74
LB,76,84,62,71,74,73,68
LB,86,81,73,85,85,80,72
LB,83,89,58,76,82,78,76
GK,78,78,77,78,78,48,77
LW,87,85,79,84,92,37,60
CB,78,67,50,75,76,80,75
LM,80,86,75,75,86,43,64
CDM,77,73,68,74,76,71,70
LB,78,78,65,74,73,75,76
CM,83,66,78,83,78,75,78
CM,77,84,71,75,80,71,72
RW,83,88,82,78,86,37,63
CDM,80,72,65,77,79,77,76
ST,84,78,84,69,79,29,83
CDM,85,68,75,83,84,79,83
RB,76,84,74,70,75,72,68
LM,83,83,85,77,83,34,71
CB,77,55,45,56,63,77,77
CB,81,69,46,65,67,81,83
ST,75,73,75,67,76,45,69
CM,77,67,79,79,77,63,79
CB,79,69,28,59,64,81,75
RB,79,70,59,71,71,78,76
RM,85,75,82,83,86,50,66
CM,76,64,73,70,73,75,80
CB,78,58,61,71,67,80,79
LW,82,88,72,77,84,30,53
LB,77,84,66,68,64,77,78
CDM,78,52,72,77,79,71,75
CDM,82,75,63,75,78,79,78
LM,77,92,72,72,80,38,63
LM,82,85,76,81,81,70,80
LB,77,79,67,75,76,72,73
CB,76,53,53,62,57,77,79
RM,82,77,81,76,81,46,70
CM,77,45,74,74,65,76,81
CDM,75,74,70,75,72,70,77
CB,79,80,37,64,69,79,80
GK,83,84,82,70,84,41,83
CM,91,81,86,86,91,77,75
ST,75,72,74,73,76,63,68
ST,79,84,78,76,83,44,75
CB,81,71,56,67,61,81,80
CAM,78,76,71,75,80,35,61
CAM,80,69,74,81,83,68,71
RM,82,80,80,80,81,28,69
ST,77,83,75,74,80,44,67
LW,78,80,74,73,81,40,59
CM,78,75,75,79,78,70,71
CB,76,57,41,54,58,78,72
CM,76,65,73,77,76,70,74
CB,77,49,55,60,62,78,76
CB,78,70,37,49,56,78,78
CM,78,53,75,78,77,63,74
CB,76,32,50,55,56,77,77
CB,78,62,44,70,70,80,71
RB,76,62,54,70,70,75,66
LW,77,85,70,72,82,39,64
RM,77,82,70,72,82,43,72
CB,76,52,39,55,59,77,79
CB,75,59,52,52,57,76,81
CDM,80,62,66,71,71,78,84
RM,77,83,71,72,78,41,64
ST,77,72,78,61,73,33,73
CDM,77,70,69,80,77,71,70
ST,78,79,76,70,76,46,73
RM,82,80,83,78,84,43,66
CDM,80,75,67,71,76,77,88
CM,82,75,76,80,84,65,73
GK,78,80,73,75,81,32,79
ST,77,70,79,71,77,36,78
GK,83,82,79,76,86,47,82
CM,84,76,84,81,82,75,79
CDM,77,74,60,71,72,74,77
CAM,78,65,78,75,78,46,83
CDM,76,51,49,65,70,74,79
GK,78,78,75,72,79,49,76
CB,81,76,53,75,77,82,81
GK,77,74,76,68,80,46,79
GK,79,79,78,75,81,39,79
RB,77,76,63,71,75,74,75
RB,76,80,51,69,76,72,64
LM,76,82,69,70,76,72,72
CB,83,76,33,57,63,85,83
CB,78,71,48,69,64,79,78
CM,81,84,79,78,79,73,78
CAM,77,80,68,72,80,62,72
CB,80,82,28,71,72,80,79
RM,77,75,65,72,80,56,75
ST,76,77,75,56,73,37,77
RB,83,82,73,80,81,78,77
CM,81,84,76,76,85,61,74
ST,79,75,79,68,79,30,72
CDM,82,58,69,78,77,80,82
RB,78,73,66,76,77,77,71
RW,79,73,79,79,80,58,66
CAM,84,83,82,80,87,57,72
CB,78,75,27,47,50,77,88
ST,78,77,78,64,70,25,83
CAM,77,88,75,73,81,38,65
ST,82,57,82,73,76,45,76
CB,79,51,34,60,54,79,79
CDM,81,60,73,74,75,80,76
LM,76,80,74,70,79,33,60
CAM,78,74,77,80,78,66,69
CM,82,72,76,80,86,66,73
RW,76,87,66,73,77,31,49
CB,80,54,73,78,70,79,85
CB,78,55,35,57,61,80,73
RW,81,82,75,76,82,23,48
RM,76,88,70,69,80,30,52
ST,76,61,79,64,75,32,62
LM,76,88,67,72,78,55,52
CB,77,63,53,69,71,78,72
CM,78,78,75,77,81,67,72
RB,76,74,46,70,72,74,67
ST,75,75,75,70,71,43,71
CM,76,45,72,78,73,69,62
LB,79,72,74,73,75,76,80
GK,89,85,89,76,90,46,88
GK,77,80,69,70,81,50,79
CAM,76,69,71,72,81,59,61
CDM,79,79,74,77,80,71,78
CM,81,55,74,78,75,78,84
GK,76,75,75,67,79,41,74
CDM,77,68,71,77,78,73,71
ST,79,71,80,71,77,39,67
CB,78,69,37,65,69,79,75
RB,75,59,53,73,69,77,77
ST,76,81,76,70,80,32,66
CDM,85,52,68,72,74,85,90
GK,83,83,75,87,86,61,79
CB,76,68,37,57,61,76,82
CDM,76,70,70,74,79,72,77
GK,80,78,78,73,83,40,79
LM,79,85,73,75,78,44,65
CM,80,75,75,78,79,75,80
CM,77,63,57,78,80,62,57
CB,87,82,39,70,74,87,83
ST,78,85,77,59,74,33,84
RM,75,78,68,74,76,55,86
CM,79,69,77,80,77,67,76
GK,75,75,72,71,75,44,73
LB,80,78,57,75,79,77,75
CB,80,78,63,74,73,80,82
RM,79,89,73,74,77,72,81
ST,81,75,82,77,77,44,79
CB,77,68,42,67,68,77,77
LB,79,75,49,71,73,77,64
RM,76,82,69,70,79,48,64
CB,76,72,34,63,70,76,75
RB,77,85,63,72,77,69,67
ST,85,77,85,76,82,64,76
ST,79,83,78,65,80,40,73
ST,76,84,75,61,77,25,67
GK,76,77,72,74,75,48,78
LW,86,94,79,80,87,28,77
GK,75,76,72,71,77,34,75
RM,75,74,72,72,76,60,63
CM,83,79,80,82,82,75,69
CM,82,69,73,82,80,73,77
ST,77,83,78,68,80,43,73
RB,76,76,33,66,64,72,76
ST,77,78,77,70,74,51,80
LB,75,81,43,64,68,73,74
RB,79,82,55,66,77,78,80
ST,79,76,78,70,79,45,75
GK,82,82,82,75,81,43,83
GK,79,79,76,71,81,27,79
RB,82,83,66,73,74,78,88
CM,78,76,73,77,78,79,80
CB,76,68,42,62,63,76,76
CM,78,68,72,76,80,76,75
LW,83,88,81,80,85,59,67
CB,81,64,33,60,73,82,80
CB,78,74,56,54,59,79,82
CDM,78,78,57,76,79,75,72
LW,79,80,76,74,82,41,70
ST,77,59,76,61,68,58,86
CB,79,65,38,61,65,80,76
CAM,83,79,78,83,83,74,78
ST,80,53,82,63,73,29,82
LB,79,82,49,75,76,77,76
RM,82,94,81,72,80,45,84
RB,79,74,66,65,74,77,74
RB,76,78,61,68,73,74,77
RM,76,78,74,70,77,45,56
CB,76,75,53,67,72,78,68
LB,77,75,51,64,73,75,70
GK,77,76,74,77,78,43,76
CB,75,59,39,57,59,74,78
CM,83,69,67,82,87,71,70
CB,83,60,38,53,53,86,82
CM,84,74,80,82,87,71,72
ST,82,85,84,77,86,50,75
RB,78,81,63,74,76,73,80
LB,81,88,65,75,85,75,76
CB,76,55,45,58,65,77,77
LM,77,68,73,77,78,55,68
LB,76,65,56,67,72,77,74
ST,82,83,80,75,88,39,77
LB,81,80,51,75,78,78,77
CAM,81,78,81,78,84,49,69
CB,76,77,66,68,77,76,77
LM,75,84,76,68,73,48,76
LM,76,78,69,72,81,52,64
RB,76,78,54,73,81,71,57
CB,80,52,57,72,66,79,84
CDM,75,66,61,74,74,70,69
CB,76,35,34,53,51,78,80
ST,77,89,76,61,78,30,64
CDM,79,55,47,65,73,79,78
CDM,81,76,76,79,79,78,82
ST,82,84,83,72,78,35,63
ST,76,91,76,63,75,32,66
CB,77,73,57,70,71,76,79
LW,83,91,83,74,84,37,76
ST,78,62,80,66,74,40,77
RW,79,86,71,70,82,33,63
LM,78,78,75,75,81,49,52
ST,85,80,85,70,80,46,78
RM,78,87,67,71,83,36,50
CM,77,67,64,79,75,69,74
LW,79,86,70,79,80,38,47
CB,80,81,47,64,69,80,78
CM,78,75,62,75,79,75,73
GK,83,83,78,88,87,53,80
GK,81,82,77,74,83,55,80
ST,87,87,89,81,85,42,73
ST,77,72,74,78,78,40,76
RW,79,88,74,72,83,31,59
GK,79,79,76,72,80,46,79
LW,80,84,78,76,81,35,68
GK,78,79,75,70,81,46,77
RM,77,88,66,76,77,41,65
CDM,84,57,75,86,77,77,77
RM,85,79,81,81,88,39,62
LM,81,84,73,75,85,57,65
LW,75,78,72,69,78,24,46
ST,84,81,86,79,86,35,65
LB,85,80,74,80,80,81,82
LM,81,77,77,80,83,61,68
LB,79,88,46,71,77,74,77
LM,75,84,72,70,79,40,62
CAM,79,82,75,77,80,44,64
ST,77,75,77,68,76,23,69
CAM,77,64,74,77,79,67,68
RW,86,92,75,82,88,41,57
LB,76,78,54,67,76,73,73
RM,76,85,72,67,77,27,75
CDM,78,58,57,78,78,73,69
GK,76,76,76,67,71,43,79
LW,80,88,74,75,81,34,64
RB,86,75,72,90,80,80,74
LB,80,82,70,80,81,72,69
ST,78,88,77,72,83,31,73
LW,90,95,84,81,91,29,69
RM,76,72,74,74,77,36,79
CB,82,73,49,64,69,83,77
CB,76,55,40,51,53,78,81
GK,76,77,70,79,78,36,74
GK,77,76,76,78,78,49,77
LB,77,81,35,71,68,73,72
CB,82,62,51,64,71,83,78
ST,78,84,76,58,76,40,75
ST,76,78,76,66,78,31,63
CB,79,64,56,58,70,80,73
CDM,83,64,70,80,78,79,80
CB,85,74,45,73,72,86,76
ST,77,74,78,69,72,52,66
RM,80,72,76,80,83,32,51
RB,80,78,57,70,76,79,71
ST,81,56,82,72,77,40,72
RB,81,74,54,76,78,79,74
CAM,82,84,79,79,84,43,72
LM,83,64,79,85,81,43,78
LB,81,75,57,74,79,80,71
LB,78,83,52,71,71,75,71
CB,77,75,54,63,70,76,83
RB,76,74,49,66,67,74,66
RM,75,89,69,67,80,38,58
ST,75,72,76,68,76,46,77
GK,81,79,77,86,84,52,81
CDM,78,60,65,72,74,78,78
LW,83,89,80,72,86,52,75
CB,77,76,36,63,66,78,76
CM,86,79,72,82,83,83,79
CAM,79,69,77,78,81,55,70
RW,79,76,77,78,82,54,68
CAM,77,77,74,76,80,36,49
CM,80,79,68,77,80,75,78
CM,87,82,69,86,87,77,78
ST,82,84,81,71,86,31,66
CB,77,72,29,61,68,77,75
CM,77,76,73,79,79,62,70
GK,78,76,77,78,78,37,79
CB,79,67,36,56,61,81,83
LW,76,82,74,70,79,41,72
RB,75,82,59,66,73,70,72
RW,76,64,72,74,84,36,50
CDM,78,65,69,73,75,74,80
RM,76,88,70,66,81,64,58
GK,77,77,74,71,78,31,75
ST,81,89,76,73,84,57,81
CB,89,75,73,83,76,90,82
GK,77,77,75,72,79,55,72
CM,83,75,81,80,82,74,72
CM,78,52,66,79,81,64,59
CB,81,62,46,62,68,85,72
RB,77,82,72,73,81,71,76
ST,82,64,82,62,73,28,88
GK,84,84,77,78,85,46,85
LM,77,88,71,69,82,52,51
CM,88,88,82,84,84,80,84
CDM,76,65,69,76,75,72,77
RB,76,90,69,70,74,69,81
CB,76,71,27,59,61,76,74
RB,78,65,56,72,73,77,80
CB,76,73,39,63,65,77,74
CM,78,69,75,76,77,77,75
ST,77,67,79,56,68,39,87
CB,85,73,44,70,73,86,76
CB,77,35,55,65,62,78,82
CB,81,72,34,65,61,83,73
CB,84,78,59,75,75,83,83
CM,78,76,74,78,81,68,70
GK,77,77,74,78,80,53,80
CB,79,61,52,58,64,81,79
CAM,84,81,79,78,86,51,65
CM,78,68,75,75,77,72,73
CDM,86,62,62,76,75,87,89
CAM,87,80,85,84,89,41,65
ST,77,77,76,71,76,53,77
CM,79,57,73,86,75,66,72
LM,76,85,72,72,77,30,55
ST,75,73,75,63,75,32,79
ST,75,77,75,59,74,25,68
CM,83,66,78,85,80,75,76
RM,75,80,72,75,73,56,65
GK,81,81,81,71,80,35,82
CB,77,67,37,57,58,77,85
CDM,80,59,57,72,70,78,78
CAM,78,73,72,76,79,51,69
CM,76,55,76,74,73,74,73
CDM,80,50,73,76,74,77,80
CM,76,68,74,75,75,66,56
CAM,84,72,83,84,84,73,69
CM,81,81,76,79,82,77,83
CAM,77,81,75,73,77,48,60
CDM,78,35,46,69,67,78,72
LW,83,73,83,82,84,45,69
GK,79,81,76,67,82,54,78
LM,76,82,73,70,77,42,75
ST,79,89,78,66,83,32,71
CDM,82,65,76,83,82,75,77
CM,77,68,72,77,74,75,73
GK,75,77,74,73,78,43,72
ST,78,89,77,71,81,35,82
RM,83,76,80,85,88,48,66
GK,76,77,75,69,76,53,75
LB,82,63,78,85,88,76,56
CDM,78,55,78,71,73,75,84
CAM,77,75,72,73,82,54,57
CB,79,41,52,68,65,80,80
LB,83,89,74,77,80,78,73
ST,78,77,79,72,80,51,81
ST,77,84,77,62,77,23,69
CDM,77,42,67,73,74,73,73
ST,78,89,79,75,76,41,67
CAM,77,73,76,77,74,48,75
RM,76,80,74,70,80,37,63
CM,78,69,77,79,79,65,73
LW,83,91,82,73,85,42,87
LM,77,93,76,70,79,34,61
CDM,76,76,63,78,79,70,68
LW,84,78,76,85,88,79,74
CB,76,72,37,64,65,76,79
CAM,82,87,74,75,85,62,62
GK,79,78,77,83,82,40,77
ST,76,68,76,58,70,41,82
CM,76,46,68,71,71,72,72
ST,78,80,77,72,78,37,68
ST,76,74,76,73,78,39,79
RB,77,83,56,71,77,72,66
ST,84,77,84,69,83,44,79
CB,84,72,61,81,77,86,80
CM,78,79,69,75,77,75,78
CB,76,72,39,47,60,77,80
LB,85,80,50,78,80,80,71
RW,79,84,70,71,83,41,58
RB,79,75,63,70,76,76,80
LB,79,81,69,78,80,76,69
CB,76,49,65,67,66,77,75
GK,78,78,74,80,80,40,77
RW,81,79,76,74,82,57,70
CAM,77,57,71,81,77,64,62
RB,76,84,68,73,76,73,61
CDM,80,61,64,73,75,78,83
LM,78,84,66,71,84,33,49
