Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
CAM,75,79,70,74,78,67,65
CAM,80,75,75,79,81,68,63
CAM,80,77,74,74,82,47,60
CAM,79,79,76,75,80,55,66
CAM,78,75,75,74,80,62,80
CAM,82,78,71,81,85,67,74
CAM,87,84,81,78,90,63,64
CAM,78,74,71,77,81,53,50
CAM,77,88,75,73,81,38,65
CAM,84,86,83,78,88,42,59
CAM,82,77,83,84,84,64,74
CAM,87,86,79,84,87,45,63
CAM,84,72,82,85,88,44,74
CAM,80,55,74,83,83,55,69
CAM,79,69,77,78,81,55,70
CAM,76,77,69,73,79,58,72
CAM,76,78,72,73,79,41,50
CAM,80,71,77,79,83,46,67
CAM,77,57,71,81,77,64,62
CAM,79,75,74,79,80,57,69
CAM,76,71,74,77,77,44,61
CAM,79,70,71,80,79,38,62
CAM,75,68,67,74,84,21,61
CAM,81,79,73,76,85,46,56
CAM,77,81,74,72,81,65,66
CAM,76,78,79,76,75,44,64
CAM,83,56,81,84,83,50,72
CAM,77,80,68,72,80,62,72
CAM,83,80,80,79,84,38,70
CAM,80,73,78,78,82,53,60
CAM,76,71,60,78,81,37,56
CAM,75,68,73,73,77,64,64
CAM,77,89,75,72,81,30,53
CB,76,75,36,62,63,76,77
CB,78,72,43,61,67,78,82
CB,79,69,64,74,69,81,74
CB,80,79,59,72,75,81,80
CB,78,56,52,69,65,79,79
CB,76,71,27,59,61,76,74
CB,77,51,29,44,56,78,83
CB,77,76,36,63,66,78,76
CB,76,69,38,57,63,76,79
CB,76,70,53,60,57,75,86
CB,79,69,56,69,68,81,77
CB,78,62,44,70,70,80,71
CB,80,50,61,74,66,81,82
CB,78,57,42,70,72,79,77
CB,76,72,39,47,60,77,80
CB,81,64,33,60,73,82,80
CB,89,75,73,83,76,90,82
CB,82,80,57,76,73,83,84
CB,79,65,38,61,65,80,76
CB,77,76,46,60,56,79,77
CB,86,69,41,63,61,86,82
CB,76,47,46,60,59,78,70
CB,77,50,31,56,56,78,78
CB,83,76,33,57,63,85,83
CB,83,62,41,65,69,85,75
CB,76,49,39,58,51,77,81
CB,84,71,65,80,74,85,82
CB,81,74,43,67,69,81,82
CB,79,69,29,54,65,79,77
CB,79,76,55,69,65,79,76
CB,78,62,47,67,60,78,77
CB,77,42,59,72,76,78,83
CB,78,70,37,49,56,78,78
CB,79,49,46,71,65,80,76
CB,76,64,35,56,62,78,77
CB,77,74,57,68,69,78,70
CB,78,71,48,69,64,79,78
CB,78,72,35,63,63,78,78
CB,79,75,43,67,69,79,81
CB,80,78,63,74,73,80,82
CB,75,57,36,49,60,76,78
CB,79,57,48,60,59,80,81
CB,78,42,36,67,63,77,84
CB,81,60,57,64,59,83,83
CB,77,72,29,61,68,77,75
CB,75,84,38,66,67,75,81
CB,77,66,45,60,62,79,72
CB,78,69,47,59,65,77,78
CB,88,82,55,73,70,86,86
CB,78,52,51,73,72,80,74
CB,75,61,30,55,62,76,76
CB,79,32,52,69,65,81,79
CB,81,76,53,75,77,82,81
CB,82,60,37,63,65,83,83
CB,76,39,50,61,66,77,75
CB,79,61,45,71,69,79,86
CB,77,48,57,64,65,77,70
CB,88,48,66,71,69,91,84
CB,79,70,43,68,73,80,73
CB,77,48,46,54,60,78,76
CB,75,68,29,41,58,75,79
CB,79,64,56,58,70,80,73
CB,77,69,40,68,68,77,77
CB,78,74,56,54,59,79,82
CB,82,76,67,74,74,84,77
CB,77,73,56,71,68,78,75
CB,84,71,59,78,79,85,81
CB,76,68,42,59,66,76,71
CB,75,68,51,64,69,76,77
CB,77,73,57,70,71,76,79
CB,77,64,40,63,67,78,76
CB,76,55,50,63,65,76,79
CB,80,80,37,64,71,81,79
CB,85,69,58,75,79,85,77
CB,79,65,39,63,53,80,78
CB,75,75,27,59,65,76,75
CB,77,74,53,66,68,77,77
CB,77,68,42,67,68,77,77
CB,79,82,50,64,70,81,76
CB,79,77,57,70,73,77,83
CB,77,63,61,62,69,78,78
CB,82,71,45,56,64,83,85
CB,87,79,56,75,74,89,81
CB,77,80,32,61,71,77,77
CB,77,39,47,56,62,80,76
CB,80,71,56,71,65,81,79
CB,80,75,43,65,69,81,80
CB,83,55,50,74,70,85,76
CB,81,57,45,60,65,83,80
CB,77,46,43,57,67,79,67
CB,80,37,57,70,65,80,82
CB,78,59,50,63,63,78,77
CB,76,74,58,69,69,75,80
CB,83,84,40,60,68,85,80
CB,76,58,58,72,72,77,72
CB,84,78,59,75,75,83,83
CB,76,80,42,61,64,76,75
CB,79,80,37,64,69,79,80
CB,76,65,52,64,61,76,79
CB,78,75,30,58,54,79,73
CDM,76,68,63,69,73,73,70
CDM,78,52,72,77,79,71,75
CDM,76,76,63,78,79,70,68
CDM,83,66,76,85,73,79,80
CDM,76,85,62,70,78,76,67
CDM,78,69,73,75,77,72,84
CDM,82,71,82,79,80,78,86
CDM,78,72,59,71,72,76,79
CDM,76,52,65,74,74,70,74
CDM,80,66,68,71,69,80,85
CDM,77,73,55,72,78,73,68
CDM,77,58,65,73,73,75,74
CDM,83,64,70,80,78,79,80
CDM,76,75,55,75,77,71,69
CDM,76,60,60,66,71,78,68
CDM,78,58,56,77,75,76,66
CDM,83,51,58,72,70,85,80
CDM,80,70,66,74,75,76,83
CDM,76,37,56,71,70,73,72
CDM,82,75,63,75,78,79,78
CDM,81,60,73,74,75,80,76
CDM,77,77,50,68,72,77,74
CDM,79,70,65,75,78,76,75
CDM,82,77,78,74,76,82,86
CDM,80,50,73,76,74,77,80
CDM,78,65,55,74,73,70,75
CDM,81,76,76,79,79,78,82
CDM,76,67,63,71,75,71,65
CDM,75,61,64,66,68,71,76
CDM,82,58,69,78,77,80,82
CDM,75,66,67,62,69,75,76
CDM,79,69,67,74,73,79,77
CDM,75,74,70,75,72,70,77
CDM,81,79,75,78,83,79,73
CDM,78,68,61,78,78,75,71
CDM,83,76,69,78,81,81,81
CDM,80,69,71,78,81,75,81
CDM,77,70,69,80,77,71,70
CDM,79,80,67,72,76,78,84
CDM,77,44,63,69,68,75,75
CDM,77,52,60,70,69,76,78
CDM,75,82,63,67,73,70,76
CDM,84,78,71,84,86,79,63
CDM,76,66,66,75,73,72,73
CDM,77,67,66,71,75,74,67
CDM,81,69,65,73,77,78,80
CDM,85,84,74,81,81,82,82
CDM,81,65,59,72,76,80,72
CDM,80,61,64,73,75,78,83
CDM,87,73,72,82,79,84,85
CDM,75,64,53,71,73,71,75
CDM,82,70,80,79,81,77,80
CDM,80,62,66,71,71,78,84
CDM,76,70,70,74,79,72,77
CDM,82,64,77,76,78,80,81
CDM,76,54,54,71,71,70,72
CDM,78,61,65,75,74,72,73
CDM,80,65,66,76,74,75,83
CDM,75,68,65,66,73,73,79
CDM,83,77,73,82,85,78,75
CDM,79,65,52,77,71,77,77
CDM,77,66,63,73,75,72,80
CDM,81,64,67,75,77,78,71
CDM,75,54,37,70,62,76,77
CDM,78,55,78,71,73,75,84
CDM,79,72,63,67,74,81,77
CDM,80,63,79,79,77,76,76
CDM,83,54,77,76,73,83,83
CDM,79,54,64,76,75,74,73
CDM,79,50,76,77,79,73,84
CDM,78,58,57,78,78,73,69
CDM,80,82,70,72,78,78,79
CDM,86,62,62,76,75,87,89
CDM,77,68,71,77,78,73,71
CDM,76,71,59,68,74,76,79
CDM,82,79,77,74,79,80,88
CDM,79,65,57,70,75,76,76
CDM,79,50,72,71,68,80,83
CDM,83,69,72,84,79,77,78
CDM,82,62,71,80,77,79,82
CDM,91,66,80,86,84,87,85
CDM,81,75,71,79,82,75,78
CDM,76,65,47,65,64,75,76
CDM,76,64,69,71,70,78,76
CDM,77,59,65,79,83,71,65
CDM,75,75,74,74,74,69,70
CDM,78,67,62,74,73,74,78
CDM,77,46,66,75,75,74,74
CDM,81,60,72,76,77,77,74
CDM,81,50,77,85,80,73,74
CDM,78,35,46,69,67,78,72
CDM,78,65,65,73,74,75,80
CDM,81,37,61,77,78,78,73
CDM,76,65,56,65,69,76,82
CDM,76,67,62,67,68,76,82
CDM,75,65,50,69,72,71,75
CDM,77,74,66,74,81,73,72
CDM,79,69,67,75,75,78,80
CDM,85,68,75,83,84,79,83
CDM,82,66,54,74,75,83,80
CM,81,79,76,83,80,72,76
CM,87,82,69,86,87,77,78
CM,77,68,72,77,74,75,73
CM,81,75,77,81,83,67,64
CM,76,71,76,76,77,64,62
CM,82,84,71,72,83,75,72
CM,81,84,79,78,79,73,78
CM,81,84,76,76,85,61,74
CM,86,72,76,88,87,71,64
CM,78,69,72,77,78,70,63
CM,79,84,72,76,81,59,79
CM,80,76,77,76,79,68,66
CM,80,48,79,83,77,74,70
CM,80,68,70,80,77,75,78
CM,76,46,68,71,71,72,72
CM,77,62,73,75,75,73,77
CM,81,73,75,78,78,77,81
CM,79,69,77,80,77,67,76
CM,76,53,65,73,71,75,85
CM,78,63,73,71,73,79,82
CM,79,75,80,80,81,64,65
CM,79,57,73,86,75,66,72
CM,76,77,67,77,78,60,60
CM,84,81,80,84,86,72,74
CM,78,75,72,77,80,67,70
CM,76,67,71,74,77,66,69
CM,79,60,71,82,79,63,69
CM,81,49,75,81,77,81,77
CM,86,69,82,85,84,76,76
CM,82,79,78,82,83,74,77
CM,83,76,66,78,85,68,70
CM,76,75,65,73,77,74,74
CM,84,76,81,84,87,74,72
CM,79,80,73,78,77,61,59
CM,80,82,77,77,82,68,51
CM,78,75,62,75,79,75,73
CM,77,76,73,79,79,62,70
CM,79,77,76,75,79,75,81
CM,77,73,70,76,78,67,71
CM,76,70,65,73,79,70,80
CM,81,67,68,80,82,79,76
CM,83,66,78,85,80,75,76
CM,79,73,72,79,75,77,77
CM,84,76,84,81,82,75,79
CM,78,69,75,76,77,77,75
CM,77,74,72,74,78,66,61
CM,79,77,66,76,83,63,73
CM,77,73,75,75,79,70,63
CM,81,69,72,76,78,81,76
CM,81,72,76,83,80,68,79
CM,83,73,79,82,83,73,67
CM,78,52,66,79,81,64,59
CM,75,64,68,75,79,64,63
CM,77,68,71,73,79,73,76
CM,78,79,69,75,77,75,78
CM,80,66,69,76,81,76,71
CM,76,47,63,71,70,78,84
CM,76,55,71,77,74,69,83
CM,76,35,65,75,74,72,67
CM,77,72,69,73,78,69,73
CM,76,64,67,75,80,65,67
CM,82,57,79,78,80,73,81
CM,79,64,71,74,76,74,79
CM,76,65,69,71,73,75,75
CM,75,64,63,66,74,73,73
CM,85,72,77,84,87,73,68
CM,76,77,65,74,81,60,57
CM,82,76,72,76,82,81,89
CM,77,74,74,77,77,66,70
CM,76,56,68,73,73,73,71
CM,80,89,75,77,84,56,75
CM,77,68,72,77,78,68,69
CM,75,77,71,72,79,59,65
CM,76,67,64,70,72,72,74
CM,76,67,69,77,79,65,54
CM,79,81,68,75,80,75,80
CM,76,72,72,73,81,69,75
CM,79,75,78,75,80,73,82
CM,77,77,72,73,80,72,69
CM,78,50,74,83,76,53,50
CM,80,73,74,80,80,68,76
CM,77,72,66,78,79,67,63
CM,76,60,70,73,73,73,78
CM,88,75,78,86,92,71,69
CM,78,67,78,79,77,72,76
CM,76,48,67,73,74,74,81
CM,75,81,63,73,79,69,72
CM,83,66,78,83,78,75,78
CM,77,66,66,71,74,78,82
CM,83,51,70,77,80,85,78
CM,77,73,68,74,72,77,80
CM,80,72,68,75,79,77,80
CM,79,73,79,75,82,59,71
CM,78,83,71,72,85,67,58
CM,86,79,72,82,83,83,79
CM,78,63,74,74,74,75,81
CM,78,67,71,77,78,69,77
CM,78,76,73,77,78,79,80
CM,76,64,63,77,75,68,73
CM,78,69,77,79,79,65,73
GK,79,79,79,71,81,57,79
GK,87,84,82,83,86,56,87
GK,79,79,77,75,80,58,79
GK,77,75,74,72,80,41,76
GK,77,76,70,75,78,48,77
GK,76,75,75,67,79,41,74
GK,80,78,78,73,83,40,79
GK,81,82,76,77,84,31,81
GK,82,81,80,78,83,39,79
GK,80,77,76,79,78,42,80
GK,76,82,74,62,78,50,73
GK,81,80,78,72,84,44,83
GK,77,76,74,77,78,43,76
GK,80,80,78,73,80,43,78
GK,77,77,74,78,80,53,80
GK,76,77,70,79,78,36,74
GK,79,78,76,80,81,54,79
GK,82,82,82,75,81,43,83
GK,84,84,77,78,85,46,85
GK,81,81,81,71,80,35,82
GK,77,77,74,68,80,56,76
GK,83,82,81,82,84,38,85
GK,76,76,75,77,75,47,74
GK,78,78,77,75,78,47,76
GK,78,81,73,80,81,35,75
GK,79,79,78,73,81,41,77
GK,80,83,79,75,84,27,76
GK,80,80,80,66,83,32,80
GK,79,80,74,83,82,32,77
GK,79,77,78,76,76,52,79
GK,77,75,75,77,77,36,78
GK,84,83,78,82,86,35,83
GK,81,81,79,85,83,48,78
GK,82,82,79,75,83,46,81
GK,76,76,72,81,76,41,73
GK,77,77,74,71,78,31,75
GK,76,77,75,69,76,53,75
GK,77,78,76,74,73,54,80
GK,78,77,76,74,79,47,76
GK,82,82,80,83,81,57,82
GK,84,85,84,80,84,45,81
GK,77,76,75,77,76,41,75
GK,83,82,82,75,85,49,82
GK,76,76,72,72,76,45,75
GK,76,75,74,74,76,48,75
GK,78,83,77,76,78,59,76
GK,78,76,77,78,78,37,79
GK,83,85,81,83,82,46,87
GK,85,85,82,76,84,51,86
GK,78,75,77,72,80,39,78
GK,79,79,76,68,83,51,78
GK,79,79,77,73,82,44,81
GK,79,80,82,79,75,40,77
GK,81,80,79,79,83,41,81
GK,76,74,77,78,76,30,78
GK,88,85,90,78,87,46,86
GK,83,82,81,86,82,57,81
GK,77,76,77,78,75,25,78
GK,75,72,72,78,77,44,79
GK,76,78,73,72,79,30,76
GK,83,84,79,80,85,42,84
GK,76,75,71,80,81,52,76
GK,80,79,76,77,83,28,81
GK,77,78,75,74,74,45,78
GK,80,81,75,77,82,51,80
GK,78,79,79,69,80,41,76
GK,86,85,81,78,86,49,85
GK,78,80,72,73,82,53,76
GK,75,75,74,73,75,38,77
GK,78,78,75,72,79,49,76
GK,77,76,76,79,77,36,77
GK,76,75,71,69,81,47,76
GK,83,83,75,87,86,61,79
GK,77,77,75,70,80,43,76
GK,85,86,83,72,85,48,85
GK,81,79,77,86,84,52,81
GK,77,78,74,75,80,44,77
GK,78,79,74,71,79,35,78
GK,75,75,72,71,75,44,73
GK,77,77,74,75,81,47,74
GK,79,80,75,75,80,54,78
GK,78,80,73,75,81,32,79
GK,83,81,80,75,89,53,82
GK,76,76,76,67,71,43,79
GK,84,81,82,77,86,38,83
GK,89,85,89,76,90,46,88
GK,77,80,77,71,77,47,74
GK,78,76,73,80,82,34,80
GK,75,74,70,71,77,45,78
GK,75,74,72,77,77,38,74
GK,76,76,74,73,78,47,76
GK,76,77,73,74,78,43,74
GK,83,84,82,70,84,41,83
GK,78,77,76,74,81,25,79
GK,79,77,78,74,77,54,79
GK,77,75,75,66,83,39,76
GK,78,82,75,60,82,46,73
GK,84,84,80,79,87,52,84
GK,76,74,71,78,78,36,76
GK,78,75,77,74,79,49,77
SB,77,77,62,74,77,72,71
SB,78,72,67,76,76,76,78
SB,79,75,63,70,76,76,80
SB,77,73,56,72,73,74,79
SB,76,84,74,70,75,72,68
SB,76,70,76,80,79,75,56
SB,81,80,51,75,78,78,77
SB,79,86,65,75,81,72,63
SB,76,62,54,70,70,75,66
SB,80,78,57,70,76,79,71
SB,77,71,50,68,71,75,73
SB,78,77,52,70,75,77,73
SB,79,74,62,72,77,77,72
SB,77,82,54,75,71,71,67
SB,78,92,50,70,77,72,71
SB,76,74,54,70,74,74,68
SB,86,75,72,90,80,80,74
SB,78,78,58,70,71,74,82
SB,76,65,46,70,74,76,67
SB,78,79,50,73,72,78,70
SB,78,77,62,75,78,75,61
SB,83,89,58,76,82,78,76
SB,81,65,42,68,70,83,80
SB,76,80,55,69,74,72,65
SB,84,73,35,77,78,83,80
SB,79,82,51,68,77,77,72
SB,82,85,63,77,80,79,79
SB,80,83,56,72,75,78,73
SB,79,79,68,74,75,77,83
SB,76,76,33,66,64,72,76
SB,78,73,66,76,77,77,71
SB,79,85,75,73,80,73,68
SB,77,81,35,71,68,73,72
SB,81,72,62,75,76,80,75
SB,79,81,53,71,71,78,60
SB,76,83,66,76,80,69,56
SB,77,76,54,69,73,76,75
SB,76,84,69,71,76,70,76
SB,76,90,69,70,74,69,81
SB,78,78,56,70,73,73,72
SB,77,75,51,64,73,75,70
SB,78,92,46,67,72,71,77
SB,85,80,50,78,80,80,71
SB,76,69,37,65,65,78,69
SB,83,81,51,78,77,81,79
SB,83,76,70,77,77,85,83
SB,79,77,49,68,71,80,80
SB,85,78,61,82,79,81,78
SB,82,83,67,73,76,79,80
SB,77,80,57,74,75,73,78
SB,75,53,53,72,73,77,77
SB,79,76,68,74,75,76,70
SB,79,80,50,72,74,74,70
SB,82,75,60,80,80,78,76
SB,76,70,62,70,73,74,77
SB,77,77,58,72,70,76,75
SB,82,81,48,73,80,80,81
SB,78,77,58,78,78,72,66
SB,85,71,68,80,79,84,87
SB,75,70,64,76,80,75,53
SB,80,63,54,74,73,80,75
SB,80,82,70,80,81,72,69
SB,77,82,57,72,76,71,73
SB,80,84,66,72,76,75,82
SB,76,67,45,71,71,72,76
SB,79,93,62,76,82,70,66
SB,76,76,56,70,73,74,60
SB,82,83,66,73,74,78,88
SB,77,78,54,65,74,74,71
SB,79,74,40,70,67,79,76
SB,76,54,49,68,71,79,74
SB,79,87,66,67,74,76,80
SB,76,75,51,70,70,73,73
SB,77,75,41,62,73,76,69
SB,76,73,47,67,69,75,77
SB,77,63,70,81,81,73,66
SB,86,81,73,85,85,80,72
SB,76,57,55,72,67,78,63
SB,80,82,57,72,76,75,78
SB,83,79,69,74,78,83,83
SB,82,80,57,72,76,80,76
SB,76,74,49,66,67,74,66
SB,79,82,52,70,79,76,70
SB,82,73,52,71,72,81,74
SB,78,76,64,73,78,73,75
SB,82,76,52,79,76,79,72
SB,83,82,61,77,84,80,69
SB,84,80,77,84,83,78,81
SB,75,81,54,63,69,72,77
SB,86,81,58,79,81,81,79
SB,77,71,53,70,75,73,76
SB,75,73,40,62,64,73,73
SB,79,82,55,66,77,78,80
SB,76,65,56,67,72,77,74
SB,77,81,61,69,77,70,71
SB,76,75,47,68,74,73,71
SB,77,82,58,73,77,73,67
SB,80,84,55,68,75,78,79
SB,84,75,66,81,81,81,85
SB,78,81,63,74,76,73,80
SMF,83,64,79,85,81,43,78
SMF,78,78,64,74,83,40,60
SMF,82,94,81,72,80,45,84
SMF,76,77,72,71,78,60,64
SMF,76,82,69,70,76,72,72
SMF,82,80,80,80,81,28,69
SMF,77,93,76,70,79,34,61
SMF,78,84,66,71,84,33,49
SMF,84,93,62,75,86,75,69
SMF,84,77,78,81,87,46,59
SMF,79,74,75,80,78,65,67
SMF,78,86,75,72,78,52,71
SMF,76,82,69,70,79,48,64
SMF,79,88,65,74,79,76,69
SMF,81,89,83,76,82,33,64
SMF,75,76,67,69,76,35,59
SMF,76,85,72,72,77,30,55
SMF,84,83,81,78,86,44,75
SMF,79,83,80,75,81,36,60
SMF,75,90,66,62,82,26,55
SMF,75,84,72,70,79,40,62
SMF,82,80,83,78,84,43,66
SMF,76,72,74,74,77,36,79
SMF,77,83,72,69,76,44,74
SMF,81,77,77,80,83,61,68
SMF,75,85,68,70,78,30,62
SMF,76,84,70,70,77,37,67
SMF,76,89,69,70,80,33,61
SMF,78,86,78,73,79,39,70
SMF,75,89,69,67,80,38,58
SMF,75,84,76,68,73,48,76
SMF,76,90,68,70,80,37,62
SMF,78,90,72,72,82,38,67
SMF,80,83,81,76,80,70,76
SMF,75,85,71,68,80,25,50
SMF,80,85,61,76,81,72,64
SMF,78,76,76,79,78,45,52
SMF,80,81,76,78,78,54,72
SMF,76,91,75,68,75,31,59
SMF,79,76,73,76,79,38,46
SMF,83,73,82,82,82,62,79
SMF,75,87,72,67,78,41,69
SMF,80,85,75,72,84,52,80
SMF,76,77,76,73,75,35,66
SMF,77,84,76,69,76,51,75
SMF,76,91,71,67,79,35,60
SMF,77,89,76,77,74,50,57
SMF,79,88,69,75,78,51,43
SMF,77,90,70,71,80,50,59
SMF,76,74,68,75,80,48,59
SMF,85,79,81,81,88,39,62
SMF,81,81,77,79,78,48,62
SMF,76,64,70,77,76,69,71
SMF,76,87,69,68,78,39,69
SMF,78,80,67,75,81,64,64
SMF,83,89,79,78,80,79,81
SMF,77,75,69,74,81,36,56
SMF,77,68,73,77,78,55,68
SMF,81,85,78,75,85,42,65
SMF,77,80,76,70,78,46,73
SMF,78,79,70,77,77,51,71
SMF,80,69,77,82,81,43,64
SMF,79,81,72,77,80,75,80
SMF,84,84,72,85,84,64,69
SMF,77,89,77,71,76,29,66
SMF,83,83,85,77,83,34,71
SMF,75,84,72,69,75,41,75
SMF,78,87,76,74,81,36,64
SMF,75,89,69,66,78,50,67
SMF,79,82,75,76,83,49,62
SMF,76,82,73,70,77,42,75
SMF,86,74,73,88,85,76,71
SMF,77,80,53,77,74,72,77
SMF,83,89,81,74,85,35,72
SMF,76,81,74,75,73,63,69
SMF,82,85,76,81,81,70,80
SMF,77,83,73,73,79,39,67
SMF,79,83,70,73,80,51,66
SMF,78,78,77,71,80,31,62
SMF,75,74,72,72,76,60,63
SMF,82,75,77,80,83,57,80
SMF,78,81,78,72,77,47,81
SMF,79,85,71,76,82,25,62
SMF,75,83,72,68,76,40,60
SMF,82,79,84,78,83,53,75
SMF,79,82,73,72,79,40,57
SMF,78,78,75,73,80,68,74
SMF,81,84,73,75,85,57,65
SMF,79,78,73,76,82,58,65
SMF,78,75,76,74,76,60,83
SMF,82,72,77,79,85,69,79
SMF,82,72,81,79,83,53,77
SMF,76,85,70,69,79,36,59
SMF,83,85,80,81,82,46,62
SMF,79,82,78,76,81,47,63
SMF,77,80,69,71,81,49,70
SMF,80,91,75,71,82,67,84
SMF,82,90,78,77,86,38,62
SMF,88,88,80,85,86,60,66
SMF,80,81,74,76,81,42,75
ST,78,69,77,58,75,38,80
ST,76,75,76,72,76,31,77
ST,83,82,81,73,80,31,79
ST,76,72,76,64,70,35,77
ST,80,53,82,63,73,29,82
ST,81,85,80,74,81,39,83
ST,77,87,77,65,79,38,76
ST,82,84,83,72,78,35,63
ST,79,72,79,69,75,42,77
ST,76,85,79,59,80,20,64
ST,77,77,77,67,79,28,62
ST,82,85,84,77,86,50,75
ST,81,77,80,73,80,53,78
ST,77,71,79,63,73,41,74
ST,83,82,83,78,83,48,75
ST,76,85,74,68,78,34,65
ST,83,82,82,63,77,36,80
ST,77,92,75,60,72,33,71
ST,83,65,86,83,81,44,82
ST,81,78,82,67,79,42,75
ST,78,84,76,58,76,40,75
ST,77,75,77,68,76,23,69
ST,75,73,75,63,75,32,79
ST,79,77,80,65,77,45,85
ST,79,76,78,63,73,39,82
ST,82,63,84,71,75,43,81
ST,77,78,72,63,78,29,69
ST,78,85,77,59,74,33,84
ST,88,75,88,79,86,44,84
ST,76,77,76,66,71,41,82
ST,79,80,81,66,79,43,69
ST,76,49,78,61,68,40,79
ST,79,73,77,72,83,37,73
ST,85,82,82,75,84,57,79
ST,82,64,85,78,77,41,75
ST,77,72,77,51,72,37,69
ST,81,71,83,79,84,33,73
ST,81,56,82,72,77,40,72
ST,89,82,88,75,87,54,85
ST,77,74,76,76,78,40,72
ST,78,77,78,64,70,25,83
ST,75,77,76,66,73,35,68
ST,77,72,77,65,72,30,67
ST,78,78,76,65,75,36,77
ST,76,77,76,71,79,43,67
ST,85,82,84,70,85,32,80
ST,79,76,77,64,77,47,81
ST,77,67,79,56,68,39,87
ST,84,94,81,70,84,36,78
ST,79,71,80,71,77,39,67
ST,77,89,76,61,78,30,64
ST,76,70,78,76,76,46,79
ST,79,67,78,63,72,45,75
ST,86,69,86,71,78,32,85
ST,75,93,77,62,77,46,55
ST,87,89,84,65,81,42,82
ST,79,85,76,57,73,30,80
ST,76,84,75,61,77,25,67
ST,78,59,79,52,74,35,77
ST,77,81,73,69,79,44,73
ST,79,79,77,70,77,43,77
ST,82,64,82,62,73,28,88
ST,78,89,77,71,81,35,82
ST,76,60,77,59,65,45,82
ST,86,77,85,81,84,38,77
ST,83,92,83,78,85,59,69
ST,81,71,83,73,81,50,82
ST,77,83,75,74,80,44,67
ST,76,78,80,74,78,52,67
ST,76,63,77,64,74,45,72
ST,76,93,74,70,78,35,69
ST,76,82,74,66,82,43,66
ST,79,84,78,76,83,44,75
ST,77,75,76,60,76,25,74
ST,79,69,80,66,74,43,75
ST,83,80,84,71,82,36,76
ST,82,82,83,67,78,39,73
ST,77,73,77,64,74,42,68
ST,76,69,75,64,78,49,81
ST,77,76,77,66,77,40,77
ST,84,84,85,69,79,34,81
ST,78,89,79,75,76,41,67
ST,80,80,80,68,77,52,70
ST,82,57,82,73,76,45,76
ST,78,53,79,70,70,42,76
ST,84,85,84,80,85,57,78
ST,76,73,75,54,69,37,86
ST,78,48,79,72,77,37,78
ST,79,73,79,67,76,47,75
ST,82,70,84,76,83,44,75
ST,75,77,74,66,72,36,62
ST,78,71,79,72,75,37,72
ST,80,77,81,71,75,51,81
ST,77,69,76,69,72,48,88
ST,83,87,81,77,82,50,84
ST,76,75,75,67,78,43,76
ST,81,75,81,66,78,29,83
ST,76,77,75,59,71,32,74
ST,75,57,76,60,71,25,66
ST,77,74,78,69,72,52,66
WF,83,88,81,80,85,59,67
