Position,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality
FW,83,65,86,83,81,44,82
FW,86,77,85,81,84,38,77
FW,79,75,79,71,78,42,80
FW,83,45,84,74,75,42,81
FW,77,83,75,74,80,44,67
FW,76,76,72,72,81,45,62
FW,82,70,84,76,83,44,75
FW,78,62,80,66,74,40,77
FW,78,85,78,73,82,29,67
FW,79,72,79,69,75,42,77
FW,79,67,78,63,72,45,75
FW,82,81,80,78,84,41,66
FW,82,57,82,73,76,45,76
FW,78,81,73,75,77,47,76
FW,89,89,87,82,88,45,75
FW,77,75,74,63,73,39,76
FW,81,75,82,77,77,44,79
FW,78,84,70,74,78,62,73
FW,76,82,67,75,74,44,56
FW,78,77,78,64,70,25,83
FW,78,74,75,68,75,36,77
FW,76,73,75,54,69,37,86
FW,79,82,80,68,76,45,78
FW,81,79,76,74,82,57,70
FW,78,79,77,79,81,36,44
FW,84,85,84,80,85,57,78
FW,85,86,79,80,86,41,71
FW,79,89,78,66,83,32,71
FW,82,63,84,71,75,43,81
FW,79,84,78,70,82,31,59
FW,76,54,76,70,76,42,71
FW,80,84,70,76,80,51,64
FW,88,75,88,79,86,44,84
FW,77,69,76,69,72,48,88
FW,77,63,78,77,75,35,66
FW,91,97,90,80,92,36,78
FW,87,76,87,75,80,52,90
FW,75,73,75,63,75,32,79
FW,75,73,75,67,76,45,69
FW,76,85,74,68,78,34,65
FW,80,92,72,73,86,30,68
FW,77,66,77,79,79,39,71
FW,78,80,76,75,80,35,61
FW,81,75,81,66,78,29,83
FW,77,89,76,61,78,30,64
FW,86,89,81,79,88,31,64
FW,80,84,80,74,80,49,76
FW,76,70,70,75,81,54,53
FW,84,77,84,69,83,44,79
FW,80,75,82,67,78,44,82
FW,85,85,84,73,86,39,74
FW,78,70,79,76,79,40,79
FW,79,84,78,74,79,42,71
FW,84,94,81,70,84,36,78
FW,78,77,79,72,80,51,81
FW,80,70,79,78,79,44,78
FW,83,89,78,75,85,46,72
FW,77,77,76,59,80,34,67
FW,75,75,75,70,71,43,71
FW,87,88,88,63,89,21,70
FW,78,78,76,65,75,36,77
FW,84,78,84,69,79,29,83
FW,80,76,78,65,78,37,80
FW,79,83,78,65,80,40,73
FW,84,77,84,84,85,57,77
FW,78,59,79,52,74,35,77
FW,77,89,67,72,83,35,58
FW,86,69,86,71,78,32,85
FW,87,89,84,65,81,42,82
FW,78,80,74,73,81,40,59
FW,76,80,71,70,80,46,69
FW,86,88,79,85,85,43,68
FW,83,82,83,78,83,48,75
FW,79,79,77,70,77,43,77
FW,76,81,76,69,75,25,79
FW,78,67,80,68,77,40,80
FW,81,81,80,61,80,25,63
FW,77,86,80,64,77,29,64
FW,90,65,93,84,83,49,82
FW,79,73,77,72,83,37,73
FW,77,84,78,67,75,49,65
FW,81,71,83,73,81,50,82
FW,75,71,73,57,72,39,78
FW,88,82,84,84,88,67,73
FW,80,74,80,71,81,46,77
FW,81,85,80,74,81,39,83
FW,83,90,79,77,83,45,78
FW,90,89,87,88,90,47,76
FW,87,85,83,81,88,60,70
FW,76,72,76,64,70,35,77
FW,78,79,76,71,78,54,69
FW,76,77,75,56,73,37,77
FW,75,78,72,69,78,24,46
FW,78,53,79,70,70,42,76
FW,81,82,75,76,82,23,48
FW,79,86,70,79,80,38,47
FW,79,81,80,62,77,27,75
FW,77,83,74,71,77,39,65
FW,76,68,76,58,70,41,82
FW,84,93,83,76,86,52,75
FW,86,94,79,80,87,28,77
FW,89,74,89,77,86,39,79
FW,80,80,80,68,77,52,70
FW,80,78,81,70,75,51,87
FW,77,83,78,68,80,43,73
FW,77,76,73,77,81,54,67
FW,76,78,76,66,78,31,63
FW,86,89,81,80,87,40,82
FW,77,81,78,72,80,40,71
FW,79,72,80,82,79,39,66
FW,77,75,77,68,76,23,69
FW,81,79,83,79,85,63,71
FW,77,78,77,70,74,51,80
FW,85,70,85,79,85,43,74
FW,78,76,71,77,80,46,72
FW,77,67,79,56,68,39,87
FW,80,85,78,75,81,43,68
FW,82,79,80,76,84,38,74
FW,76,68,78,63,73,31,70
FW,83,92,83,78,85,59,69
FW,80,91,80,70,81,34,75
FW,80,85,76,73,83,45,62
FW,76,82,74,66,82,43,66
FW,77,83,76,60,72,30,76
FW,76,75,76,68,71,44,78
FW,77,72,77,65,72,30,67
FW,76,75,77,54,72,29,83
FW,82,88,72,77,84,30,53
FW,77,82,74,67,79,48,69
FW,80,88,74,74,83,36,61
FW,78,71,78,64,76,32,79
FW,76,77,76,70,76,37,66
FW,76,73,78,66,71,30,68
FW,78,84,76,58,76,40,75
FW,76,88,75,69,76,28,74
FW,77,85,67,72,79,20,56
FW,81,82,81,71,78,34,75
FW,76,83,71,69,75,43,66
FW,85,85,83,73,80,50,83
FW,77,70,77,66,76,46,67
FW,76,84,73,74,78,44,64
FW,80,86,76,76,79,45,70
FW,82,90,80,71,81,38,67
FW,79,69,80,66,74,43,75
FW,77,91,77,54,72,26,77
FW,82,84,83,72,78,35,63
FW,81,89,76,73,84,57,81
FW,82,77,83,81,82,42,63
FW,83,92,82,76,82,53,75
FW,78,80,80,61,74,46,70
FW,77,74,76,76,78,40,72
FW,76,75,77,57,73,41,76
FW,76,79,72,68,77,40,70
FW,89,93,86,79,89,45,84
FW,83,82,81,80,85,30,61
FW,83,77,81,80,82,49,72
FW,77,74,78,69,72,52,66
FW,77,76,77,53,74,26,67
FW,88,86,86,85,90,57,63
FW,81,76,79,81,83,43,63
FW,77,78,70,76,76,26,51
FW,78,88,75,71,80,41,58
FW,83,90,83,75,85,33,86
FW,79,80,76,74,82,41,70
FW,76,73,76,63,75,24,65
FW,79,85,76,57,73,30,80
FW,76,63,77,64,74,45,72
FW,79,86,71,70,82,33,63
FW,76,49,78,61,68,40,79
FW,81,77,82,69,79,31,72
FW,78,90,76,73,81,36,73
FW,76,64,72,74,84,36,50
FW,76,61,79,64,75,32,62
FW,77,87,77,65,79,38,76
FW,79,84,77,70,85,45,65
FW,78,78,77,72,83,39,59
FW,78,85,77,59,74,33,84
FW,76,87,66,73,77,31,49
FW,77,72,76,68,77,57,68
FW,77,70,79,71,77,36,78
FW,77,73,77,64,74,42,68
FW,82,88,77,80,83,64,69
FW,77,84,77,62,77,23,69
FW,84,90,83,67,80,36,91
FW,78,79,76,70,76,46,73
FW,86,77,88,77,80,34,77
FW,79,76,77,64,77,47,81
FW,77,72,74,78,78,40,76
GK,79,79,79,71,81,57,79
GK,87,84,82,83,86,56,87
GK,79,79,77,75,80,58,79
GK,77,75,74,72,80,41,76
GK,77,76,70,75,78,48,77
GK,76,75,75,67,79,41,74
GK,80,78,78,73,83,40,79
GK,81,82,76,77,84,31,81
GK,82,81,80,78,83,39,79
GK,80,77,76,79,78,42,80
GK,76,82,74,62,78,50,73
GK,81,80,78,72,84,44,83
GK,77,76,74,77,78,43,76
GK,80,80,78,73,80,43,78
GK,77,77,74,78,80,53,80
GK,76,77,70,79,78,36,74
GK,79,78,76,80,81,54,79
GK,82,82,82,75,81,43,83
GK,84,84,77,78,85,46,85
GK,81,81,81,71,80,35,82
GK,77,77,74,68,80,56,76
GK,83,82,81,82,84,38,85
GK,76,76,75,77,75,47,74
GK,78,78,77,75,78,47,76
GK,78,81,73,80,81,35,75
GK,79,79,78,73,81,41,77
GK,80,83,79,75,84,27,76
GK,80,80,80,66,83,32,80
GK,79,80,74,83,82,32,77
GK,79,77,78,76,76,52,79
GK,77,75,75,77,77,36,78
GK,84,83,78,82,86,35,83
GK,81,81,79,85,83,48,78
GK,82,82,79,75,83,46,81
GK,76,76,72,81,76,41,73
GK,77,77,74,71,78,31,75
GK,76,77,75,69,76,53,75
GK,77,78,76,74,73,54,80
GK,78,77,76,74,79,47,76
GK,82,82,80,83,81,57,82
GK,84,85,84,80,84,45,81
GK,77,76,75,77,76,41,75
GK,83,82,82,75,85,49,82
GK,76,76,72,72,76,45,75
GK,76,75,74,74,76,48,75
GK,78,83,77,76,78,59,76
GK,78,76,77,78,78,37,79
GK,83,85,81,83,82,46,87
GK,85,85,82,76,84,51,86
GK,78,75,77,72,80,39,78
GK,79,79,76,68,83,51,78
GK,79,79,77,73,82,44,81
GK,79,80,82,79,75,40,77
GK,81,80,79,79,83,41,81
GK,76,74,77,78,76,30,78
GK,88,85,90,78,87,46,86
GK,83,82,81,86,82,57,81
GK,77,76,77,78,75,25,78
GK,75,72,72,78,77,44,79
GK,76,78,73,72,79,30,76
GK,83,84,79,80,85,42,84
GK,76,75,71,80,81,52,76
GK,80,79,76,77,83,28,81
GK,77,78,75,74,74,45,78
GK,80,81,75,77,82,51,80
GK,78,79,79,69,80,41,76
GK,86,85,81,78,86,49,85
GK,78,80,72,73,82,53,76
GK,75,75,74,73,75,38,77
GK,78,78,75,72,79,49,76
GK,77,76,76,79,77,36,77
GK,76,75,71,69,81,47,76
GK,83,83,75,87,86,61,79
GK,77,77,75,70,80,43,76
GK,85,86,83,72,85,48,85
GK,81,79,77,86,84,52,81
GK,77,78,74,75,80,44,77
GK,78,79,74,71,79,35,78
GK,75,75,72,71,75,44,73
GK,77,77,74,75,81,47,74
GK,79,80,75,75,80,54,78
GK,78,80,73,75,81,32,79
GK,83,81,80,75,89,53,82
GK,76,76,76,67,71,43,79
GK,84,81,82,77,86,38,83
GK,89,85,89,76,90,46,88
GK,77,80,77,71,77,47,74
GK,78,76,73,80,82,34,80
GK,75,74,70,71,77,45,78
GK,75,74,72,77,77,38,74
GK,76,76,74,73,78,47,76
GK,76,77,73,74,78,43,74
GK,83,84,82,70,84,41,83
GK,78,77,76,74,81,25,79
GK,79,77,78,74,77,54,79
GK,77,75,75,66,83,39,76
GK,78,82,75,60,82,46,73
GK,84,84,80,79,87,52,84
GK,76,74,71,78,78,36,76
GK,78,75,77,74,79,49,77
GK,86,83,83,83,85,41,85
GK,79,77,77,79,82,48,80
GK,81,80,78,77,82,37,80
GK,88,87,82,84,90,42,89
GK,78,78,77,78,78,48,77
GK,75,76,73,70,75,40,77
GK,79,82,75,81,80,45,77
GK,83,82,79,76,86,47,82
GK,88,87,82,91,87,64,86
GK,78,78,77,74,80,39,78
GK,76,78,72,74,81,56,69
GK,82,84,79,71,85,30,83
GK,85,85,82,80,85,41,84
GK,79,80,76,69,83,65,76
GK,87,83,84,85,89,50,86
GK,77,74,76,75,77,56,78
GK,84,84,83,85,83,40,85
GK,79,79,78,75,81,39,79
GK,80,79,78,72,82,37,79
GK,89,90,84,73,90,52,87
GK,79,78,77,83,82,40,77
GK,82,80,80,82,83,47,82
GK,77,81,76,84,77,43,77
GK,82,82,80,76,84,46,79
GK,77,75,76,77,77,41,78
GK,78,77,78,74,78,50,75
GK,84,84,79,80,86,42,86
GK,78,76,77,76,77,60,78
GK,78,76,78,80,79,52,77
GK,75,71,80,78,65,35,81
GK,78,77,72,74,82,27,77
GK,82,83,79,76,84,53,82
GK,82,81,80,76,82,39,84
GK,77,77,74,75,81,34,78
GK,78,79,75,70,81,46,77
GK,80,82,78,78,82,56,82
GK,77,78,75,73,75,32,79
GK,76,78,72,76,79,39,73
GK,82,84,77,77,80,61,84
GK,78,72,76,77,82,45,84
GK,83,83,78,88,87,53,80
GK,89,86,85,89,91,47,86
GK,76,76,76,73,76,35,77
GK,77,76,76,78,78,49,77
GK,75,76,72,71,77,34,75
GK,79,80,74,73,83,53,76
GK,81,82,77,74,83,55,80
GK,79,78,80,74,79,36,78
GK,77,74,76,68,80,46,79
GK,77,76,74,75,77,44,80
GK,78,77,75,73,80,51,81
GK,88,87,86,73,89,44,87
GK,76,77,72,74,75,48,78
GK,76,76,74,78,79,50,75
GK,77,80,69,70,81,50,79
GK,80,81,76,81,82,48,78
GK,79,81,80,79,78,45,77
GK,76,76,75,70,76,45,74
GK,87,84,83,85,88,64,84
GK,86,83,81,90,83,49,88
GK,77,77,78,68,76,49,77
GK,80,78,79,81,80,31,80
GK,75,77,74,73,78,43,72
GK,79,79,79,69,81,47,78
GK,77,78,77,74,77,42,76
GK,80,78,77,75,81,34,79
GK,75,77,71,70,77,37,72
GK,80,80,79,72,83,45,78
GK,79,79,76,71,81,27,79
GK,77,77,76,69,80,50,72
GK,77,78,75,74,77,52,76
GK,76,75,76,71,77,39,76
GK,77,80,75,77,77,48,74
GK,79,80,75,70,81,52,78
GK,81,81,79,73,82,43,80
GK,77,77,75,73,78,45,75
GK,77,77,75,72,79,55,72
GK,76,76,74,78,78,38,75
GK,79,80,74,75,80,44,80
GK,77,76,76,73,76,54,77
GK,82,79,83,80,84,53,81
GK,79,81,76,67,82,54,78
GK,75,76,73,74,77,45,72
GK,78,78,74,80,80,40,77
GK,82,84,80,74,82,40,86
GK,79,80,76,78,81,55,75
GK,89,86,85,85,89,56,90
GK,77,79,72,74,80,47,77
GK,82,83,79,74,87,42,80
GK,75,75,72,72,76,36,73
GK,82,82,79,74,85,45,83
GK,76,76,75,69,77,30,76
GK,76,75,74,69,76,43,79
GK,85,84,83,80,86,63,84
GK,76,77,68,81,79,30,75
GK,77,80,73,68,79,47,78
GK,84,85,80,69,87,40,82
GK,79,80,75,70,81,45,78
GK,79,80,77,73,83,41,79
GK,79,79,76,72,80,46,79
MF,81,37,61,77,78,78,73
MF,76,60,49,66,69,74,79
MF,80,82,77,77,82,68,51
MF,78,67,71,77,78,69,77
MF,77,75,69,74,81,61,57
MF,76,85,70,69,79,36,59
MF,79,69,77,78,81,55,70
MF,80,69,74,81,83,68,71
MF,85,72,77,84,87,73,68
MF,81,55,72,85,77,66,72
MF,77,81,69,75,77,63,73
MF,76,45,72,78,73,69,62
MF,80,68,76,80,82,64,68
MF,79,55,71,76,75,71,71
MF,77,52,55,67,69,76,75
MF,78,78,77,71,80,31,62
MF,82,66,74,79,80,80,80
MF,82,69,73,82,80,73,77
MF,78,63,74,74,74,75,81
MF,81,72,76,83,80,68,79
MF,81,44,79,83,79,69,70
MF,76,80,74,70,80,37,63
MF,80,82,68,77,80,68,69
MF,81,75,71,79,82,75,78
MF,81,81,77,78,79,54,72
MF,79,82,73,72,79,40,57
MF,81,89,83,76,82,33,64
MF,77,68,72,77,74,75,73
MF,77,77,70,77,80,71,78
MF,77,83,73,73,79,39,67
MF,78,67,69,78,80,62,69
MF,81,65,59,72,76,80,72
MF,83,95,75,74,86,43,53
MF,76,85,63,71,76,70,78
MF,79,69,72,76,79,74,77
MF,82,46,67,83,80,73,71
MF,78,75,71,76,79,67,65
MF,76,65,69,76,75,72,77
MF,81,82,80,84,80,59,70
MF,77,67,74,75,75,70,70
MF,82,57,79,78,80,73,81
MF,76,67,63,71,75,71,65
MF,79,68,71,75,81,70,75
MF,79,74,68,76,76,64,70
MF,76,57,61,67,69,72,81
MF,79,69,77,80,77,67,76
MF,76,51,75,83,69,64,72
MF,80,62,66,71,71,78,84
MF,78,65,55,74,73,70,75
MF,80,91,79,69,80,35,69
MF,79,65,57,70,75,76,76
MF,76,91,71,67,79,35,60
MF,75,72,66,72,79,69,77
MF,80,71,77,76,78,73,86
MF,88,88,80,85,86,60,66
MF,78,80,67,75,81,64,64
MF,85,72,79,82,82,83,82
MF,86,71,80,87,85,79,76
MF,84,78,71,84,86,79,63
MF,77,73,77,76,79,58,64
MF,78,81,78,72,77,47,81
MF,78,78,64,74,83,40,60
MF,78,58,56,77,75,76,66
MF,79,54,64,76,75,74,73
MF,77,69,65,72,76,72,77
MF,75,80,72,75,73,56,65
MF,80,58,79,80,76,66,78
MF,82,75,77,80,83,57,80
MF,78,75,75,74,80,62,80
MF,76,74,73,68,78,62,54
MF,76,82,69,70,76,72,72
MF,77,82,72,73,80,48,60
MF,75,76,67,69,76,35,59
MF,82,72,77,79,85,69,79
MF,75,68,65,66,73,73,79
MF,85,76,65,73,80,85,78
MF,80,82,70,72,78,78,79
MF,78,62,76,79,79,69,75
MF,81,84,76,76,85,61,74
MF,78,75,62,75,79,75,73
MF,77,52,60,70,69,76,78
MF,79,82,75,76,83,49,62
MF,77,75,70,77,77,68,73
MF,78,69,77,79,79,65,73
MF,80,58,74,80,81,71,64
MF,76,66,66,75,73,72,73
MF,79,74,76,76,83,71,69
MF,80,76,77,76,79,68,66
MF,76,69,71,72,81,59,61
MF,76,68,63,69,73,73,70
MF,76,76,63,78,79,70,68
MF,78,62,64,83,78,71,77
MF,84,87,79,83,85,77,80
MF,88,78,82,83,87,85,77
MF,77,73,76,77,74,48,75
MF,86,72,76,88,87,71,64
MF,75,84,76,68,73,48,76
MF,79,79,74,75,82,40,64
MF,82,75,63,75,78,79,78
MF,77,74,71,71,79,38,70
MF,79,73,72,79,75,77,77
MF,75,75,74,74,74,69,70
MF,84,86,83,78,88,42,59
MF,81,80,74,78,81,71,71
MF,78,83,71,72,85,67,58
MF,79,69,67,75,75,78,80
MF,90,80,87,83,88,78,83
MF,76,81,74,75,73,63,69
MF,77,80,76,70,78,46,73
MF,86,76,78,83,88,62,66
MF,81,69,65,73,77,78,80
MF,79,84,72,76,81,59,79
MF,75,54,37,70,62,76,77
MF,81,84,73,75,85,57,65
MF,81,65,61,78,75,79,79
MF,84,76,81,84,87,74,72
MF,79,75,78,75,80,73,82
MF,80,89,72,73,87,29,68
MF,75,82,63,67,73,70,76
MF,76,79,68,74,80,65,66
MF,75,68,73,73,77,64,64
MF,76,64,73,70,73,75,80
MF,85,64,46,81,79,79,74
MF,78,69,72,77,78,70,63
MF,76,37,56,71,70,73,72
MF,78,78,57,76,79,75,72
MF,76,70,70,74,79,72,77
MF,75,77,71,72,79,59,65
MF,84,81,78,81,88,27,77
MF,76,79,71,70,78,49,69
MF,82,80,76,80,84,73,74
MF,81,64,67,75,77,78,71
MF,79,80,67,72,76,78,84
MF,77,87,70,72,81,53,61
MF,76,71,76,76,77,64,62
MF,83,76,69,78,81,81,81
MF,76,74,73,73,76,45,63
MF,77,93,76,70,79,34,61
MF,76,77,76,73,75,35,66
MF,78,74,66,75,77,68,67
MF,82,65,76,83,82,75,77
MF,83,66,78,83,78,75,78
MF,79,75,80,80,81,64,65
MF,76,71,74,77,77,44,61
MF,77,59,65,79,83,71,65
MF,76,82,72,73,80,43,42
MF,81,78,81,78,84,49,69
MF,78,36,63,72,71,79,69
MF,76,67,70,73,76,43,56
MF,77,46,66,75,75,74,74
MF,78,74,81,77,81,30,69
MF,77,80,69,76,80,65,61
MF,78,68,75,75,77,72,73
MF,79,65,65,75,78,75,78
MF,78,63,73,71,73,79,82
MF,83,75,81,80,82,74,72
MF,77,68,73,77,78,55,68
MF,76,85,62,70,78,76,67
MF,77,83,72,69,76,44,74
MF,78,86,78,73,79,39,70
MF,77,67,66,71,75,74,67
MF,86,77,84,86,84,63,79
MF,76,35,65,75,74,72,67
MF,83,73,82,82,82,62,79
MF,75,85,75,70,76,67,70
MF,78,75,75,79,78,70,71
MF,77,82,70,72,82,43,72
MF,88,84,81,87,91,46,68
MF,76,51,49,65,70,74,79
MF,78,84,66,71,84,33,49
MF,80,86,75,75,86,43,64
MF,80,37,68,78,76,76,84
MF,78,68,61,78,78,75,71
MF,76,82,73,70,77,42,75
MF,76,77,69,73,79,58,72
MF,78,77,63,76,77,75,73
MF,76,91,69,68,76,52,64
MF,82,84,79,79,84,43,72
MF,79,64,68,73,79,63,74
MF,79,50,76,77,79,73,84
MF,79,82,75,77,80,44,64
MF,78,47,73,74,73,77,79
MF,76,71,60,78,81,37,56
MF,79,85,71,76,82,25,62
MF,84,38,74,77,69,82,82
MF,81,67,68,80,82,79,76
MF,85,93,75,78,86,36,65
MF,82,74,79,79,82,70,82
MF,76,88,70,66,81,64,58
MF,86,69,82,85,84,76,76
MF,80,70,58,74,76,81,73
MF,76,69,64,68,72,54,71
MF,76,52,65,74,74,70,74
MF,76,67,69,77,79,65,54
MF,76,69,70,74,75,70,77
MF,78,65,78,75,78,46,83
MF,78,74,71,77,81,53,50
MF,79,82,78,76,81,47,63
MF,84,77,78,81,87,46,59
MF,81,84,79,78,79,73,78
